method,task,regime,mean_success_rate,mean_false_revision_rate,mean_missed_violation_rate,mean_belief_consistency,mean_recovery_success,mean_damage_rate,mean_intervention_cost,mean_calibration_error,ci95_success_rate,ci95_false_revision_rate,ci95_missed_violation_rate,ci95_belief_consistency,ci95_recovery_success,ci95_damage_rate,ci95_intervention_cost,ci95_calibration_error,groups
failure_aware_rl_recovery,occluded_drawer_recovery,combined_intervention_stress,0.527778,0.259577,0.283401,0.444445,0.461621,0.103582,0.319629,0.099615,0.047150,0.003512,0.004086,0.004270,0.013441,0.001583,0.002933,0.001360,7
failure_aware_rl_recovery,occluded_drawer_recovery,contact_precondition_failure,0.575397,0.235567,0.256432,0.473022,0.482335,0.097195,0.302051,0.091531,0.051052,0.003982,0.001610,0.009997,0.006765,0.003034,0.004398,0.001807,7
failure_aware_rl_recovery,occluded_drawer_recovery,environment_change_intervention,0.545635,0.242646,0.262545,0.467309,0.478558,0.098242,0.305900,0.091909,0.033977,0.005171,0.001862,0.008819,0.007500,0.001611,0.003896,0.001591,7
failure_aware_rl_recovery,occluded_drawer_recovery,false_human_hint,0.599206,0.227118,0.245186,0.471712,0.493966,0.093956,0.295830,0.083681,0.031111,0.003327,0.002651,0.007270,0.009885,0.002818,0.001905,0.000909,7
failure_aware_rl_recovery,occluded_drawer_recovery,noisy_observation,0.595238,0.224326,0.237845,0.491784,0.501410,0.090599,0.292949,0.081901,0.036343,0.002729,0.003529,0.004770,0.009056,0.001276,0.002962,0.000955,7
failure_aware_rl_recovery,occluded_drawer_recovery,nominal,0.636905,0.199606,0.215147,0.506154,0.523551,0.084213,0.278410,0.073912,0.029360,0.003335,0.004470,0.009289,0.003767,0.001185,0.002251,0.002701,7
failure_aware_rl_recovery,occluded_drawer_recovery,physical_rule_violation,0.583333,0.232412,0.249636,0.470140,0.481025,0.096149,0.300531,0.086290,0.039404,0.005359,0.003496,0.005444,0.008418,0.001298,0.002276,0.002626,7
failure_aware_rl_recovery,payload_shift_pick,actuator_model_break,0.575397,0.237251,0.260479,0.464066,0.483114,0.096508,0.305074,0.089799,0.035571,0.003131,0.003784,0.007654,0.006979,0.003037,0.003357,0.002023,7
failure_aware_rl_recovery,payload_shift_pick,combined_intervention_stress,0.500000,0.259381,0.285177,0.443954,0.460967,0.107243,0.318560,0.100856,0.055726,0.005188,0.004453,0.004144,0.003779,0.002079,0.003840,0.001491,7
failure_aware_rl_recovery,payload_shift_pick,contact_precondition_failure,0.577381,0.239039,0.259947,0.470897,0.484416,0.096241,0.303379,0.088166,0.031353,0.004597,0.003318,0.008652,0.007792,0.001876,0.002302,0.003464,7
failure_aware_rl_recovery,payload_shift_pick,environment_change_intervention,0.557540,0.241242,0.264288,0.459806,0.479846,0.098884,0.309735,0.090482,0.045017,0.001805,0.005762,0.005103,0.005901,0.002416,0.002757,0.002014,7
failure_aware_rl_recovery,payload_shift_pick,false_human_hint,0.573413,0.227352,0.245018,0.485197,0.490113,0.092032,0.295765,0.082354,0.041885,0.004284,0.002517,0.008163,0.007628,0.001325,0.001758,0.002204,7
failure_aware_rl_recovery,payload_shift_pick,noisy_observation,0.625000,0.222223,0.244221,0.483870,0.502681,0.092988,0.295069,0.081763,0.045241,0.001620,0.004334,0.006400,0.009175,0.002404,0.002577,0.001710,7
failure_aware_rl_recovery,payload_shift_pick,nominal,0.638889,0.203464,0.218329,0.515440,0.522316,0.084339,0.278758,0.073590,0.046396,0.003335,0.002169,0.003119,0.010209,0.002420,0.002833,0.003549,7
failure_aware_rl_recovery,payload_shift_pick,physical_rule_violation,0.537698,0.234222,0.253984,0.471751,0.488953,0.094960,0.298717,0.087461,0.040164,0.002259,0.004717,0.006589,0.014653,0.001683,0.003050,0.001290,7
failure_aware_rl_recovery,tool_use_correction,actuator_model_break,0.545635,0.239772,0.263076,0.463160,0.481250,0.098030,0.303351,0.088064,0.018515,0.002304,0.002456,0.007043,0.010031,0.002277,0.002196,0.002059,7
failure_aware_rl_recovery,tool_use_correction,combined_intervention_stress,0.527778,0.263660,0.279507,0.441056,0.460044,0.107179,0.318864,0.100792,0.047893,0.005030,0.003445,0.009320,0.006521,0.002572,0.003175,0.002530,7
failure_aware_rl_recovery,tool_use_correction,contact_precondition_failure,0.569444,0.239257,0.255809,0.468580,0.485774,0.097049,0.302581,0.087517,0.032537,0.002367,0.002500,0.002772,0.005219,0.000940,0.003796,0.001643,7
failure_aware_rl_recovery,tool_use_correction,environment_change_intervention,0.561508,0.243663,0.267564,0.468736,0.473574,0.099310,0.309028,0.092595,0.031911,0.002799,0.003821,0.010256,0.007359,0.003320,0.002692,0.001976,7
failure_aware_rl_recovery,tool_use_correction,false_human_hint,0.599206,0.227598,0.245319,0.478627,0.501882,0.095780,0.297600,0.084992,0.040039,0.002946,0.002601,0.006948,0.005175,0.002658,0.003416,0.002429,7
failure_aware_rl_recovery,tool_use_correction,noisy_observation,0.625000,0.227259,0.243500,0.482171,0.499865,0.089796,0.291859,0.081757,0.058807,0.003878,0.003819,0.009255,0.004694,0.001457,0.003886,0.002393,7
failure_aware_rl_recovery,tool_use_correction,nominal,0.648810,0.205572,0.220980,0.502592,0.519206,0.085050,0.275961,0.074412,0.056266,0.004854,0.002086,0.003414,0.006104,0.001305,0.002457,0.001255,7
failure_aware_rl_recovery,tool_use_correction,physical_rule_violation,0.593254,0.235931,0.252289,0.478455,0.486984,0.096954,0.299787,0.084475,0.033977,0.003147,0.004558,0.005045,0.005847,0.002799,0.002604,0.002516,7
human_intervention_revision,bin_packing_recovery,actuator_model_break,0.595238,0.226044,0.215988,0.499510,0.518385,0.088847,0.398897,0.081921,0.021769,0.004173,0.002683,0.004708,0.010253,0.003040,0.003263,0.001521,7
human_intervention_revision,bin_packing_recovery,combined_intervention_stress,0.529762,0.245630,0.236222,0.479533,0.490982,0.095573,0.414015,0.091308,0.029955,0.004517,0.003483,0.004896,0.007624,0.002373,0.001875,0.003563,7
human_intervention_revision,bin_packing_recovery,contact_precondition_failure,0.628968,0.226447,0.216094,0.494284,0.522124,0.088639,0.392720,0.082644,0.049954,0.004214,0.005256,0.007141,0.011995,0.002930,0.003474,0.001750,7
human_intervention_revision,bin_packing_recovery,environment_change_intervention,0.589286,0.231715,0.222599,0.491707,0.521507,0.089827,0.400898,0.081603,0.047470,0.003185,0.004385,0.008173,0.005868,0.001651,0.003632,0.003471,7
human_intervention_revision,bin_packing_recovery,false_human_hint,0.656746,0.218039,0.205267,0.512530,0.529821,0.083233,0.389147,0.076652,0.045518,0.003842,0.003265,0.008622,0.005897,0.002767,0.002532,0.002422,7
human_intervention_revision,bin_packing_recovery,noisy_observation,0.630952,0.210323,0.201772,0.522449,0.536717,0.082673,0.386240,0.073623,0.023655,0.002998,0.003164,0.011018,0.005638,0.002683,0.003241,0.001924,7
human_intervention_revision,bin_packing_recovery,nominal,0.666667,0.197047,0.182779,0.543037,0.558520,0.074302,0.369330,0.066950,0.024493,0.003090,0.002739,0.011143,0.010517,0.001628,0.001633,0.002262,7
human_intervention_revision,bin_packing_recovery,physical_rule_violation,0.613095,0.223628,0.212392,0.515499,0.524107,0.088293,0.392681,0.078437,0.039147,0.005306,0.003486,0.005329,0.008599,0.002092,0.001274,0.001828,7
human_intervention_revision,deformable_contact_replan,actuator_model_break,0.593254,0.228272,0.216343,0.506581,0.513690,0.089550,0.398739,0.082604,0.082892,0.005516,0.004837,0.005117,0.011427,0.002177,0.004498,0.002579,7
human_intervention_revision,deformable_contact_replan,combined_intervention_stress,0.557540,0.247858,0.235220,0.483417,0.496052,0.096601,0.416212,0.088535,0.040910,0.003368,0.005884,0.006628,0.003553,0.001924,0.003747,0.002136,7
human_intervention_revision,deformable_contact_replan,contact_precondition_failure,0.621032,0.226176,0.218230,0.509186,0.526095,0.086815,0.395650,0.080358,0.051002,0.002549,0.004131,0.004560,0.004907,0.002041,0.003737,0.002701,7
human_intervention_revision,deformable_contact_replan,environment_change_intervention,0.589286,0.231048,0.218805,0.497741,0.517418,0.090537,0.399563,0.081693,0.025103,0.003530,0.003968,0.007595,0.006265,0.002247,0.002449,0.002901,7
human_intervention_revision,deformable_contact_replan,false_human_hint,0.642857,0.218568,0.208733,0.514118,0.530874,0.084692,0.388820,0.076688,0.027036,0.005054,0.005297,0.006485,0.004104,0.001558,0.003366,0.002447,7
human_intervention_revision,deformable_contact_replan,noisy_observation,0.640873,0.211623,0.199501,0.524267,0.530440,0.081807,0.383463,0.072797,0.048779,0.004995,0.003539,0.008120,0.006887,0.002435,0.002772,0.001738,7
human_intervention_revision,deformable_contact_replan,nominal,0.708333,0.196463,0.180821,0.547905,0.553142,0.077705,0.366505,0.067112,0.038954,0.002208,0.003612,0.009315,0.010397,0.001660,0.002757,0.001646,7
human_intervention_revision,deformable_contact_replan,physical_rule_violation,0.625000,0.222424,0.209352,0.512642,0.524433,0.086076,0.393180,0.077868,0.030867,0.003152,0.003646,0.009638,0.004760,0.001874,0.002561,0.002365,7
human_intervention_revision,mobile_base_intervention,actuator_model_break,0.547619,0.225788,0.209470,0.502140,0.522547,0.088720,0.397388,0.079918,0.055363,0.003659,0.001100,0.008740,0.009346,0.001059,0.004997,0.001396,7
human_intervention_revision,mobile_base_intervention,combined_intervention_stress,0.615079,0.245700,0.231803,0.487057,0.496713,0.093343,0.414644,0.090047,0.036481,0.003099,0.003567,0.010627,0.007800,0.001246,0.002489,0.002059,7
human_intervention_revision,mobile_base_intervention,contact_precondition_failure,0.623016,0.224676,0.213679,0.506384,0.531451,0.088846,0.393570,0.079195,0.023333,0.005446,0.003907,0.006492,0.011805,0.002082,0.002400,0.002288,7
human_intervention_revision,mobile_base_intervention,environment_change_intervention,0.609127,0.229663,0.218859,0.504029,0.521250,0.089867,0.397298,0.082205,0.025501,0.003724,0.004036,0.002891,0.004870,0.002205,0.001480,0.002028,7
human_intervention_revision,mobile_base_intervention,false_human_hint,0.593254,0.215023,0.203933,0.520628,0.533743,0.083559,0.386720,0.077263,0.068176,0.005066,0.004292,0.007840,0.004188,0.001375,0.003237,0.002551,7
human_intervention_revision,mobile_base_intervention,noisy_observation,0.666667,0.209958,0.199511,0.524953,0.539507,0.084092,0.387169,0.074510,0.041583,0.003234,0.004261,0.009964,0.005285,0.001708,0.002171,0.002347,7
human_intervention_revision,mobile_base_intervention,nominal,0.730159,0.194812,0.181550,0.546759,0.554796,0.075196,0.371971,0.066459,0.017679,0.003411,0.003506,0.006642,0.011500,0.001282,0.002322,0.003575,7
human_intervention_revision,mobile_base_intervention,physical_rule_violation,0.595238,0.220447,0.210078,0.515285,0.532444,0.086400,0.394106,0.077601,0.045407,0.004917,0.003126,0.006163,0.007354,0.001643,0.002270,0.003389,7
human_intervention_revision,occluded_drawer_recovery,actuator_model_break,0.656746,0.227719,0.213743,0.503689,0.517979,0.087267,0.397344,0.082112,0.053699,0.003901,0.003073,0.004855,0.006129,0.001567,0.002086,0.001812,7
human_intervention_revision,occluded_drawer_recovery,combined_intervention_stress,0.603175,0.245176,0.232619,0.487333,0.501410,0.094236,0.416347,0.091033,0.041095,0.002341,0.003148,0.004048,0.009082,0.002127,0.003491,0.001933,7
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,0.628968,0.222839,0.215366,0.514301,0.524039,0.085468,0.394877,0.080537,0.021182,0.002286,0.003291,0.009935,0.003625,0.002276,0.001466,0.002016,7
human_intervention_revision,occluded_drawer_recovery,environment_change_intervention,0.625000,0.230817,0.217346,0.498768,0.522273,0.091262,0.398221,0.079781,0.040290,0.003227,0.004096,0.009910,0.005591,0.001709,0.001596,0.002256,7
human_intervention_revision,occluded_drawer_recovery,false_human_hint,0.617063,0.215099,0.203051,0.516901,0.531366,0.083254,0.390327,0.076440,0.058463,0.001123,0.003266,0.006382,0.007791,0.002711,0.003052,0.003283,7
human_intervention_revision,occluded_drawer_recovery,noisy_observation,0.716270,0.211702,0.199856,0.525325,0.543472,0.080084,0.385333,0.073665,0.043188,0.002984,0.003103,0.008930,0.005602,0.001468,0.003223,0.003404,7
human_intervention_revision,occluded_drawer_recovery,nominal,0.682540,0.194931,0.181065,0.543284,0.558204,0.075130,0.369914,0.069078,0.028753,0.004440,0.003332,0.008095,0.008868,0.001575,0.003915,0.002030,7
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0.632937,0.220633,0.208693,0.510158,0.528540,0.086212,0.394676,0.077900,0.035571,0.002325,0.001877,0.005705,0.008084,0.002722,0.002309,0.002751,7
human_intervention_revision,payload_shift_pick,actuator_model_break,0.587302,0.226422,0.217901,0.506248,0.519888,0.088302,0.395522,0.081921,0.045129,0.002015,0.002134,0.006685,0.005159,0.002688,0.003296,0.001799,7
human_intervention_revision,payload_shift_pick,combined_intervention_stress,0.575397,0.243696,0.237796,0.478921,0.501367,0.095079,0.416287,0.088138,0.029015,0.004403,0.005813,0.010970,0.005464,0.003878,0.001274,0.001982,7
human_intervention_revision,payload_shift_pick,contact_precondition_failure,0.625000,0.222352,0.213811,0.496246,0.520822,0.088868,0.394475,0.079466,0.069021,0.003492,0.003235,0.008880,0.006945,0.002251,0.003162,0.001919,7
human_intervention_revision,payload_shift_pick,environment_change_intervention,0.611111,0.229612,0.218986,0.495573,0.518779,0.089399,0.395908,0.081022,0.051445,0.002385,0.003907,0.006075,0.008738,0.002114,0.002657,0.002995,7
human_intervention_revision,payload_shift_pick,false_human_hint,0.587302,0.219801,0.199447,0.517811,0.530033,0.085266,0.388067,0.073958,0.053037,0.003180,0.002377,0.007513,0.007101,0.001885,0.003695,0.002686,7
human_intervention_revision,payload_shift_pick,noisy_observation,0.654762,0.209348,0.200405,0.523794,0.536904,0.082806,0.384340,0.075372,0.024078,0.003027,0.004158,0.006111,0.008314,0.002214,0.001820,0.001631,7
human_intervention_revision,payload_shift_pick,nominal,0.650794,0.194059,0.180908,0.554064,0.556780,0.074807,0.366659,0.066503,0.042601,0.003709,0.003819,0.011438,0.005036,0.002330,0.003030,0.003105,7
human_intervention_revision,payload_shift_pick,physical_rule_violation,0.632937,0.218225,0.208419,0.510334,0.530260,0.084283,0.390479,0.077421,0.045185,0.004097,0.003795,0.008374,0.007451,0.002749,0.002200,0.002372,7
human_intervention_revision,tool_use_correction,actuator_model_break,0.601190,0.226169,0.215866,0.508871,0.522264,0.088372,0.398818,0.082431,0.041033,0.005266,0.002269,0.010373,0.011933,0.001517,0.001150,0.002478,7
human_intervention_revision,tool_use_correction,combined_intervention_stress,0.601190,0.249195,0.234349,0.482776,0.499720,0.094971,0.413677,0.088360,0.033453,0.002493,0.003222,0.006406,0.006572,0.002523,0.001815,0.001857,7
human_intervention_revision,tool_use_correction,contact_precondition_failure,0.623016,0.224747,0.214242,0.502741,0.522617,0.084414,0.395901,0.078851,0.058635,0.004119,0.003428,0.009624,0.011831,0.002196,0.003276,0.001866,7
human_intervention_revision,tool_use_correction,environment_change_intervention,0.563492,0.226606,0.220423,0.493242,0.520254,0.090146,0.400306,0.081220,0.028400,0.001718,0.002826,0.006799,0.007857,0.000625,0.003440,0.002172,7
human_intervention_revision,tool_use_correction,false_human_hint,0.658730,0.215442,0.199583,0.519527,0.529161,0.084542,0.389132,0.076106,0.035072,0.003449,0.004263,0.003730,0.006725,0.002249,0.003270,0.001991,7
human_intervention_revision,tool_use_correction,noisy_observation,0.648810,0.210521,0.202802,0.522664,0.536765,0.082805,0.382918,0.074257,0.039723,0.003796,0.003924,0.007363,0.005283,0.001554,0.002714,0.003086,7
human_intervention_revision,tool_use_correction,nominal,0.686508,0.191503,0.184084,0.541718,0.550049,0.075647,0.367329,0.066603,0.034565,0.002144,0.004550,0.006628,0.006336,0.002570,0.004668,0.002234,7
human_intervention_revision,tool_use_correction,physical_rule_violation,0.615079,0.220224,0.211656,0.508965,0.529693,0.087172,0.394656,0.079847,0.032922,0.002627,0.001209,0.005441,0.003119,0.002316,0.002850,0.001979,7
no_revision_belief,bin_packing_recovery,actuator_model_break,0.279762,0.156394,0.457374,0.210634,0.170978,0.164493,0.044834,0.168402,0.036825,0.004777,0.004728,0.005960,0.006811,0.002264,0.003387,0.002371,7
no_revision_belief,bin_packing_recovery,combined_intervention_stress,0.196429,0.165193,0.489055,0.184549,0.128779,0.176683,0.046613,0.186459,0.023333,0.003546,0.002709,0.005382,0.006664,0.001700,0.003419,0.001250,7
no_revision_belief,bin_packing_recovery,contact_precondition_failure,0.283730,0.156694,0.452021,0.212972,0.173339,0.161383,0.044218,0.164606,0.031911,0.001988,0.002657,0.009037,0.005001,0.001900,0.003334,0.002966,7
no_revision_belief,bin_packing_recovery,environment_change_intervention,0.291667,0.159928,0.459462,0.206722,0.162022,0.167124,0.043307,0.169241,0.063147,0.002561,0.002313,0.006953,0.005741,0.002523,0.002097,0.002377,7
no_revision_belief,bin_packing_recovery,false_human_hint,0.317460,0.148548,0.429991,0.225483,0.179155,0.156231,0.041658,0.157484,0.013841,0.003934,0.003230,0.007535,0.005121,0.001738,0.005360,0.002386,7
no_revision_belief,bin_packing_recovery,noisy_observation,0.349206,0.145571,0.426308,0.234202,0.207011,0.152706,0.046897,0.151786,0.023333,0.003013,0.002989,0.003199,0.005628,0.002014,0.001857,0.001505,7
no_revision_belief,bin_packing_recovery,nominal,0.442460,0.134031,0.389214,0.251652,0.224043,0.137378,0.044023,0.134805,0.024800,0.003388,0.003296,0.009456,0.002370,0.001431,0.001755,0.001324,7
no_revision_belief,bin_packing_recovery,physical_rule_violation,0.315476,0.152973,0.445504,0.212809,0.175345,0.158340,0.045924,0.158688,0.035994,0.003969,0.003021,0.009925,0.006639,0.003959,0.004358,0.001893,7
no_revision_belief,deformable_contact_replan,actuator_model_break,0.291667,0.155652,0.456391,0.212779,0.173696,0.162212,0.043442,0.167563,0.026566,0.002913,0.004110,0.006717,0.008859,0.001762,0.004074,0.002360,7
no_revision_belief,deformable_contact_replan,combined_intervention_stress,0.204365,0.167075,0.491276,0.182458,0.140651,0.176801,0.045391,0.184317,0.036961,0.002310,0.005286,0.006284,0.006826,0.003317,0.002213,0.002543,7
no_revision_belief,deformable_contact_replan,contact_precondition_failure,0.329365,0.150425,0.448393,0.215120,0.170740,0.160012,0.041218,0.163386,0.057812,0.004649,0.002581,0.015710,0.005996,0.003397,0.003937,0.003303,7
no_revision_belief,deformable_contact_replan,environment_change_intervention,0.271825,0.153504,0.456887,0.198274,0.161815,0.165231,0.048605,0.170476,0.033529,0.003982,0.003535,0.006791,0.009436,0.003458,0.004192,0.001631,7
no_revision_belief,deformable_contact_replan,false_human_hint,0.331349,0.146448,0.433651,0.225536,0.184440,0.153259,0.043619,0.156619,0.052942,0.003184,0.002780,0.005634,0.005149,0.002326,0.003762,0.002686,7
no_revision_belief,deformable_contact_replan,noisy_observation,0.345238,0.151536,0.425879,0.229967,0.195930,0.150736,0.046161,0.151969,0.038694,0.004617,0.003563,0.011371,0.005906,0.001965,0.001928,0.002381,7
no_revision_belief,deformable_contact_replan,nominal,0.438492,0.136875,0.389268,0.253981,0.231074,0.139299,0.045803,0.135706,0.060829,0.004465,0.002534,0.007435,0.007910,0.001617,0.004440,0.000699,7
no_revision_belief,deformable_contact_replan,physical_rule_violation,0.337302,0.151489,0.444890,0.224206,0.175252,0.159651,0.045670,0.161183,0.051347,0.001627,0.002514,0.009915,0.006885,0.001961,0.002392,0.001618,7
no_revision_belief,mobile_base_intervention,actuator_model_break,0.321429,0.151300,0.453238,0.215195,0.172078,0.161871,0.043974,0.166737,0.052271,0.004749,0.004035,0.003569,0.011220,0.003257,0.004312,0.002438,7
no_revision_belief,mobile_base_intervention,combined_intervention_stress,0.214286,0.165384,0.488712,0.184984,0.142295,0.175307,0.046935,0.184008,0.044793,0.003010,0.003998,0.007692,0.005314,0.001825,0.003240,0.002675,7
no_revision_belief,mobile_base_intervention,contact_precondition_failure,0.349206,0.149710,0.450030,0.213264,0.175690,0.160433,0.044393,0.165046,0.044623,0.002822,0.005153,0.013033,0.007324,0.002159,0.003540,0.001473,7
no_revision_belief,mobile_base_intervention,environment_change_intervention,0.285714,0.154656,0.457228,0.209123,0.162416,0.165131,0.045181,0.168699,0.047097,0.004087,0.002910,0.004473,0.011992,0.003029,0.003191,0.001778,7
no_revision_belief,mobile_base_intervention,false_human_hint,0.402778,0.147383,0.432658,0.227787,0.191874,0.153741,0.044554,0.156968,0.059404,0.002511,0.002976,0.006080,0.007700,0.001991,0.002724,0.001343,7
no_revision_belief,mobile_base_intervention,noisy_observation,0.309524,0.146156,0.422754,0.236912,0.198528,0.149640,0.044064,0.152783,0.043940,0.005905,0.002967,0.006579,0.006086,0.003165,0.001287,0.001848,7
no_revision_belief,mobile_base_intervention,nominal,0.468254,0.132897,0.388785,0.256175,0.229804,0.136922,0.043428,0.135402,0.042719,0.004963,0.003074,0.005742,0.010232,0.001676,0.001704,0.001469,7
no_revision_belief,mobile_base_intervention,physical_rule_violation,0.323413,0.148198,0.440604,0.217712,0.182276,0.157737,0.046191,0.162066,0.028928,0.004170,0.001989,0.005819,0.002953,0.002163,0.002043,0.001925,7
no_revision_belief,occluded_drawer_recovery,actuator_model_break,0.307540,0.150971,0.450553,0.221565,0.169290,0.160941,0.046266,0.169134,0.038694,0.003987,0.004141,0.008750,0.008405,0.001467,0.002789,0.003367,7
no_revision_belief,occluded_drawer_recovery,combined_intervention_stress,0.242063,0.166806,0.486743,0.187980,0.133837,0.176581,0.046008,0.184082,0.041522,0.005215,0.004766,0.008617,0.006122,0.002475,0.003265,0.001712,7
no_revision_belief,occluded_drawer_recovery,contact_precondition_failure,0.309524,0.152953,0.447302,0.219257,0.177581,0.161231,0.045379,0.164190,0.032381,0.005393,0.002674,0.007492,0.008478,0.002174,0.001508,0.001754,7
no_revision_belief,occluded_drawer_recovery,environment_change_intervention,0.293651,0.154238,0.460311,0.212033,0.168098,0.164720,0.044398,0.170322,0.026184,0.004776,0.002886,0.008397,0.006827,0.001315,0.003699,0.001923,7
no_revision_belief,occluded_drawer_recovery,false_human_hint,0.345238,0.146794,0.431649,0.232788,0.187193,0.155362,0.045581,0.157217,0.035358,0.001466,0.004038,0.005223,0.007166,0.002838,0.003289,0.001636,7
no_revision_belief,occluded_drawer_recovery,noisy_observation,0.329365,0.142386,0.422794,0.234249,0.198709,0.149516,0.047198,0.151651,0.035000,0.001968,0.002696,0.006193,0.005174,0.001233,0.004014,0.001996,7
no_revision_belief,occluded_drawer_recovery,nominal,0.422619,0.136307,0.390107,0.255207,0.228965,0.136406,0.044384,0.135898,0.026471,0.003436,0.004464,0.007725,0.006020,0.001701,0.002400,0.001371,7
no_revision_belief,occluded_drawer_recovery,physical_rule_violation,0.327381,0.151428,0.442491,0.224121,0.180873,0.155343,0.046910,0.162836,0.050004,0.002427,0.002445,0.005078,0.007499,0.001977,0.003610,0.001645,7
no_revision_belief,payload_shift_pick,actuator_model_break,0.319444,0.154326,0.454557,0.211394,0.171927,0.162817,0.046951,0.166945,0.062303,0.002641,0.004000,0.007977,0.009589,0.002436,0.003090,0.002746,7
no_revision_belief,payload_shift_pick,combined_intervention_stress,0.226190,0.168194,0.492188,0.191382,0.134018,0.177639,0.045438,0.184636,0.035994,0.003583,0.003378,0.011646,0.007609,0.002500,0.002293,0.002306,7
no_revision_belief,payload_shift_pick,contact_precondition_failure,0.323413,0.152290,0.446873,0.212690,0.173705,0.161327,0.043169,0.163952,0.017536,0.004301,0.004387,0.006738,0.007011,0.001441,0.004140,0.002342,7
no_revision_belief,payload_shift_pick,environment_change_intervention,0.244048,0.154047,0.457234,0.207489,0.167410,0.164588,0.046467,0.168446,0.057856,0.003018,0.003654,0.006307,0.005911,0.002308,0.002994,0.003050,7
no_revision_belief,payload_shift_pick,false_human_hint,0.367063,0.151669,0.434446,0.229885,0.180004,0.156965,0.045475,0.157268,0.038433,0.003870,0.002103,0.009255,0.007722,0.001641,0.003082,0.003199,7
no_revision_belief,payload_shift_pick,noisy_observation,0.315476,0.144419,0.422884,0.229159,0.198204,0.151405,0.044186,0.152622,0.019444,0.002285,0.002110,0.008061,0.013615,0.003191,0.003541,0.001480,7
no_revision_belief,payload_shift_pick,nominal,0.428571,0.135476,0.388774,0.258634,0.227157,0.137153,0.042542,0.135550,0.035358,0.004206,0.004119,0.007831,0.004999,0.001689,0.002206,0.001147,7
no_revision_belief,payload_shift_pick,physical_rule_violation,0.355159,0.153701,0.443465,0.224225,0.182397,0.156801,0.042122,0.160551,0.068728,0.001746,0.003717,0.004513,0.003676,0.001423,0.002734,0.002294,7
no_revision_belief,tool_use_correction,actuator_model_break,0.271825,0.156435,0.455723,0.216010,0.169443,0.163067,0.046270,0.165854,0.028400,0.004417,0.002464,0.010273,0.005271,0.002007,0.002862,0.002550,7
no_revision_belief,tool_use_correction,combined_intervention_stress,0.176587,0.166505,0.494753,0.183822,0.135613,0.176003,0.047606,0.183346,0.044736,0.002452,0.004489,0.006541,0.005899,0.002379,0.003459,0.003073,7
no_revision_belief,tool_use_correction,contact_precondition_failure,0.297619,0.150493,0.448691,0.216992,0.173449,0.161057,0.045100,0.164289,0.034565,0.001556,0.003607,0.002982,0.007233,0.001988,0.001732,0.001871,7
no_revision_belief,tool_use_correction,environment_change_intervention,0.277778,0.157436,0.460162,0.212657,0.162556,0.164353,0.044551,0.167318,0.042837,0.004018,0.005525,0.004655,0.004905,0.002295,0.003706,0.001417,7
no_revision_belief,tool_use_correction,false_human_hint,0.337302,0.151110,0.433696,0.229365,0.183395,0.153878,0.044117,0.155713,0.042304,0.003970,0.002244,0.009362,0.009675,0.002404,0.003189,0.001690,7
no_revision_belief,tool_use_correction,noisy_observation,0.386905,0.142553,0.421737,0.227998,0.191079,0.150638,0.044881,0.153838,0.032225,0.003326,0.004397,0.005800,0.007484,0.002617,0.005212,0.002222,7
no_revision_belief,tool_use_correction,nominal,0.375000,0.134292,0.388984,0.261623,0.226821,0.135029,0.042619,0.135140,0.039849,0.003730,0.002881,0.004551,0.007144,0.001707,0.004762,0.001863,7
no_revision_belief,tool_use_correction,physical_rule_violation,0.325397,0.148333,0.441783,0.221564,0.180366,0.157908,0.046259,0.161510,0.034051,0.002612,0.003860,0.006496,0.004262,0.002197,0.002942,0.002457,7
oracle_intervention_belief_revision,bin_packing_recovery,actuator_model_break,0.789683,0.071386,0.062936,0.848066,0.801183,0.040625,0.213267,0.038889,0.034346,0.004612,0.004847,0.007803,0.005877,0.002471,0.003492,0.001817,7
oracle_intervention_belief_revision,bin_packing_recovery,combined_intervention_stress,0.793651,0.072798,0.069942,0.829603,0.794735,0.043376,0.215716,0.043792,0.043826,0.001953,0.005437,0.006674,0.008841,0.002695,0.002614,0.002775,7
oracle_intervention_belief_revision,bin_packing_recovery,contact_precondition_failure,0.807540,0.068182,0.063031,0.843203,0.804837,0.041217,0.211851,0.036484,0.040910,0.004558,0.003610,0.008613,0.006067,0.002838,0.003308,0.002469,7
oracle_intervention_belief_revision,bin_packing_recovery,environment_change_intervention,0.823413,0.069604,0.065599,0.835326,0.806878,0.041366,0.210198,0.036772,0.038367,0.002144,0.003001,0.009834,0.006270,0.000927,0.003874,0.002582,7
oracle_intervention_belief_revision,bin_packing_recovery,false_human_hint,0.847222,0.065931,0.063679,0.845401,0.808602,0.040071,0.206559,0.035663,0.029102,0.002369,0.002575,0.010927,0.005963,0.002053,0.003248,0.002558,7
oracle_intervention_belief_revision,bin_packing_recovery,noisy_observation,0.835317,0.062269,0.061484,0.850774,0.818737,0.038681,0.205736,0.038625,0.031673,0.005779,0.001666,0.007114,0.007759,0.002101,0.003085,0.001980,7
oracle_intervention_belief_revision,bin_packing_recovery,nominal,0.839286,0.062679,0.055975,0.855294,0.826340,0.036186,0.202686,0.034819,0.032998,0.002495,0.003241,0.002783,0.006400,0.002431,0.002381,0.002524,7
