method,task,regime,mean_success_rate,mean_false_revision_rate,mean_missed_violation_rate,mean_belief_consistency,mean_recovery_success,mean_damage_rate,mean_intervention_cost,mean_calibration_error,ci95_success_rate,ci95_false_revision_rate,ci95_missed_violation_rate,ci95_belief_consistency,ci95_recovery_success,ci95_damage_rate,ci95_intervention_cost,ci95_calibration_error,groups
proposed_intervention_violation_revision,payload_shift_pick,combined_intervention_stress,0.696429,0.144306,0.130710,0.686106,0.670790,0.065419,0.273452,0.063909,0.054259,0.005897,0.004104,0.003470,0.006931,0.002945,0.002697,0.003091,7
proposed_intervention_violation_revision,payload_shift_pick,contact_precondition_failure,0.734127,0.127770,0.117075,0.703791,0.680448,0.060445,0.260360,0.058055,0.029955,0.003824,0.002543,0.007167,0.007546,0.001424,0.003251,0.001587,7
proposed_intervention_violation_revision,payload_shift_pick,environment_change_intervention,0.744048,0.131636,0.120600,0.701890,0.682452,0.061575,0.263194,0.059609,0.036550,0.002809,0.002485,0.004780,0.006256,0.001236,0.004003,0.001366,7
proposed_intervention_violation_revision,payload_shift_pick,false_human_hint,0.746032,0.121014,0.113411,0.718139,0.681730,0.056384,0.255818,0.058330,0.031832,0.003868,0.003845,0.004072,0.008116,0.003073,0.002882,0.002358,7
proposed_intervention_violation_revision,payload_shift_pick,noisy_observation,0.730159,0.117432,0.110602,0.724064,0.690881,0.055907,0.255030,0.054046,0.038889,0.003381,0.003870,0.008563,0.009752,0.002338,0.003006,0.002486,7
proposed_intervention_violation_revision,payload_shift_pick,nominal,0.769841,0.109228,0.100543,0.732294,0.708233,0.052045,0.246084,0.049800,0.036064,0.003024,0.004296,0.004573,0.005721,0.001793,0.005327,0.002567,7
proposed_intervention_violation_revision,payload_shift_pick,physical_rule_violation,0.753968,0.129141,0.117288,0.715445,0.682682,0.059280,0.259258,0.057802,0.056890,0.004732,0.002071,0.007888,0.008014,0.002633,0.002609,0.003228,7
proposed_intervention_violation_revision,tool_use_correction,actuator_model_break,0.666667,0.131908,0.119699,0.711266,0.675522,0.059460,0.261603,0.060400,0.034638,0.002503,0.003526,0.013977,0.006235,0.003261,0.004225,0.001870,7
proposed_intervention_violation_revision,tool_use_correction,combined_intervention_stress,0.668651,0.144976,0.132456,0.695314,0.664279,0.067100,0.272068,0.064621,0.034346,0.004818,0.004035,0.002896,0.006695,0.002039,0.003386,0.002284,7
proposed_intervention_violation_revision,tool_use_correction,contact_precondition_failure,0.704365,0.128301,0.116290,0.709814,0.681059,0.060783,0.260789,0.060466,0.044340,0.002751,0.004714,0.003698,0.006601,0.002009,0.001948,0.001995,7
proposed_intervention_violation_revision,tool_use_correction,environment_change_intervention,0.710317,0.128304,0.123057,0.703031,0.678315,0.063096,0.263061,0.060175,0.045794,0.005739,0.004280,0.006446,0.008700,0.003107,0.002076,0.001617,7
proposed_intervention_violation_revision,tool_use_correction,false_human_hint,0.761905,0.123747,0.113703,0.719285,0.689085,0.058550,0.257379,0.053818,0.032225,0.003916,0.003005,0.009464,0.007188,0.001561,0.002457,0.002446,7
proposed_intervention_violation_revision,tool_use_correction,noisy_observation,0.746032,0.115501,0.108855,0.718441,0.688452,0.055079,0.253953,0.055490,0.033453,0.002487,0.002685,0.005843,0.011487,0.002372,0.001799,0.002253,7
proposed_intervention_violation_revision,tool_use_correction,nominal,0.797619,0.107066,0.102260,0.737105,0.705748,0.052861,0.244061,0.048043,0.025103,0.003495,0.004627,0.008452,0.007025,0.002445,0.003208,0.002324,7
proposed_intervention_violation_revision,tool_use_correction,physical_rule_violation,0.734127,0.125189,0.121253,0.711575,0.679794,0.059686,0.258875,0.059538,0.031111,0.004584,0.003010,0.006871,0.009636,0.002229,0.002334,0.002754,7
scalar_uncertainty_trigger,bin_packing_recovery,actuator_model_break,0.426587,0.275894,0.332739,0.368001,0.340535,0.120980,0.188614,0.110934,0.031273,0.002456,0.004103,0.009814,0.008170,0.001689,0.002833,0.001561,7
scalar_uncertainty_trigger,bin_packing_recovery,combined_intervention_stress,0.406746,0.300094,0.355551,0.337975,0.309819,0.131628,0.197505,0.123116,0.058721,0.004032,0.004458,0.007447,0.005053,0.002561,0.002937,0.002568,7
scalar_uncertainty_trigger,bin_packing_recovery,contact_precondition_failure,0.428571,0.274007,0.328014,0.372895,0.350618,0.118790,0.190168,0.108201,0.035854,0.001329,0.002765,0.008549,0.004045,0.001966,0.005121,0.002554,7
scalar_uncertainty_trigger,bin_packing_recovery,environment_change_intervention,0.410714,0.278918,0.329797,0.361435,0.342087,0.123303,0.189186,0.111291,0.021300,0.005098,0.003595,0.008356,0.006359,0.002246,0.002503,0.002121,7
scalar_uncertainty_trigger,bin_packing_recovery,false_human_hint,0.488095,0.264980,0.317784,0.381712,0.355415,0.114949,0.181572,0.102877,0.058030,0.002568,0.003256,0.005696,0.007764,0.002571,0.004524,0.002687,7
scalar_uncertainty_trigger,bin_packing_recovery,noisy_observation,0.488095,0.259714,0.308562,0.383111,0.363233,0.110909,0.181631,0.102209,0.031111,0.004964,0.002963,0.005295,0.007040,0.002026,0.001685,0.002469,7
scalar_uncertainty_trigger,bin_packing_recovery,nominal,0.599206,0.240572,0.282838,0.413260,0.383856,0.100774,0.169572,0.087778,0.039595,0.002875,0.002951,0.005140,0.007745,0.002970,0.003288,0.001880,7
scalar_uncertainty_trigger,bin_packing_recovery,physical_rule_violation,0.466270,0.266877,0.320838,0.376146,0.355992,0.116030,0.186031,0.105455,0.027772,0.005832,0.002770,0.003869,0.007511,0.002453,0.002973,0.001599,7
scalar_uncertainty_trigger,deformable_contact_replan,actuator_model_break,0.456349,0.278240,0.331341,0.368072,0.339999,0.119064,0.187875,0.108889,0.026849,0.004262,0.002100,0.008912,0.008569,0.001337,0.001583,0.001997,7
scalar_uncertainty_trigger,deformable_contact_replan,combined_intervention_stress,0.388889,0.296398,0.356666,0.343166,0.310156,0.130620,0.197100,0.123487,0.042837,0.002646,0.004759,0.007488,0.006164,0.002457,0.003131,0.003110,7
scalar_uncertainty_trigger,deformable_contact_replan,contact_precondition_failure,0.472222,0.272195,0.327500,0.368250,0.339463,0.117426,0.186452,0.106019,0.035642,0.004151,0.003636,0.006631,0.004513,0.001047,0.002832,0.002413,7
scalar_uncertainty_trigger,deformable_contact_replan,environment_change_intervention,0.434524,0.279655,0.327981,0.358550,0.334396,0.120341,0.189620,0.111562,0.028928,0.005197,0.002264,0.005229,0.003158,0.001896,0.003048,0.002443,7
scalar_uncertainty_trigger,deformable_contact_replan,false_human_hint,0.428571,0.259030,0.314079,0.382996,0.363081,0.113784,0.181537,0.103745,0.035358,0.004607,0.003229,0.005572,0.005606,0.002400,0.002633,0.002546,7
scalar_uncertainty_trigger,deformable_contact_replan,noisy_observation,0.507937,0.257575,0.309342,0.390492,0.361984,0.111589,0.178015,0.100934,0.031911,0.002752,0.003748,0.010817,0.006062,0.001421,0.002985,0.002558,7
scalar_uncertainty_trigger,deformable_contact_replan,nominal,0.591270,0.237228,0.282082,0.415497,0.383500,0.102770,0.169420,0.088285,0.064490,0.003044,0.003573,0.007067,0.007014,0.002267,0.001942,0.002110,7
scalar_uncertainty_trigger,deformable_contact_replan,physical_rule_violation,0.448413,0.267098,0.320208,0.372067,0.350274,0.117587,0.184136,0.105661,0.042719,0.002501,0.003168,0.009820,0.006370,0.002039,0.002989,0.002409,7
scalar_uncertainty_trigger,mobile_base_intervention,actuator_model_break,0.496032,0.274267,0.327618,0.359592,0.348917,0.119776,0.189266,0.108339,0.040164,0.005119,0.003962,0.005023,0.009604,0.002271,0.003214,0.001729,7
scalar_uncertainty_trigger,mobile_base_intervention,combined_intervention_stress,0.380952,0.292312,0.353509,0.342322,0.317239,0.128350,0.196247,0.121733,0.052078,0.003428,0.005347,0.006077,0.008274,0.002185,0.002905,0.000774,7
scalar_uncertainty_trigger,mobile_base_intervention,contact_precondition_failure,0.490079,0.272975,0.323217,0.368474,0.353885,0.118597,0.186304,0.108000,0.047417,0.003981,0.002930,0.008245,0.005900,0.002424,0.001783,0.001869,7
scalar_uncertainty_trigger,mobile_base_intervention,environment_change_intervention,0.462302,0.275414,0.332024,0.370732,0.347532,0.120715,0.189653,0.111073,0.029532,0.002369,0.002248,0.007009,0.005569,0.001462,0.001926,0.002987,7
scalar_uncertainty_trigger,mobile_base_intervention,false_human_hint,0.519841,0.259805,0.312708,0.388269,0.357178,0.113535,0.182553,0.103926,0.048208,0.002320,0.004208,0.004017,0.006884,0.002776,0.004109,0.002027,7
scalar_uncertainty_trigger,mobile_base_intervention,noisy_observation,0.507937,0.254379,0.308110,0.395093,0.365054,0.110720,0.178775,0.100116,0.038433,0.004779,0.003966,0.005856,0.007416,0.001978,0.001730,0.003249,7
scalar_uncertainty_trigger,mobile_base_intervention,nominal,0.547619,0.235835,0.280259,0.421286,0.394087,0.100990,0.172127,0.090884,0.034051,0.003209,0.003280,0.006053,0.007551,0.002589,0.003191,0.002734,7
scalar_uncertainty_trigger,mobile_base_intervention,physical_rule_violation,0.498016,0.267830,0.317646,0.379725,0.358883,0.114960,0.187028,0.103783,0.046178,0.004543,0.003843,0.007733,0.007913,0.001898,0.002855,0.001903,7
scalar_uncertainty_trigger,occluded_drawer_recovery,actuator_model_break,0.460317,0.274108,0.329264,0.370559,0.344762,0.118094,0.186007,0.109258,0.050903,0.006652,0.003859,0.006779,0.004708,0.002708,0.002008,0.001994,7
scalar_uncertainty_trigger,occluded_drawer_recovery,combined_intervention_stress,0.416667,0.295921,0.352729,0.341636,0.321513,0.128014,0.200204,0.122625,0.025203,0.002584,0.001717,0.005503,0.012400,0.001657,0.004027,0.002165,7
scalar_uncertainty_trigger,occluded_drawer_recovery,contact_precondition_failure,0.464286,0.268650,0.326195,0.388112,0.340309,0.118725,0.186324,0.109632,0.050004,0.003163,0.004724,0.007204,0.004960,0.001556,0.003248,0.002741,7
scalar_uncertainty_trigger,occluded_drawer_recovery,environment_change_intervention,0.509921,0.280278,0.334159,0.371883,0.342653,0.118215,0.191301,0.111646,0.033977,0.002517,0.004374,0.007189,0.005129,0.002365,0.003419,0.001780,7
scalar_uncertainty_trigger,occluded_drawer_recovery,false_human_hint,0.488095,0.259653,0.315913,0.387504,0.361076,0.112761,0.182401,0.103113,0.026184,0.003123,0.004828,0.010068,0.005249,0.002462,0.002220,0.001880,7
scalar_uncertainty_trigger,occluded_drawer_recovery,noisy_observation,0.507937,0.256553,0.302917,0.397610,0.361722,0.108658,0.180657,0.101072,0.040227,0.004707,0.001972,0.004574,0.006708,0.002490,0.003122,0.002046,7
scalar_uncertainty_trigger,occluded_drawer_recovery,nominal,0.555556,0.235913,0.282047,0.417897,0.394356,0.100148,0.167945,0.087702,0.051445,0.002555,0.003875,0.006768,0.006230,0.001969,0.003202,0.002671,7
scalar_uncertainty_trigger,occluded_drawer_recovery,physical_rule_violation,0.458333,0.266030,0.319878,0.382481,0.354281,0.114270,0.183951,0.107702,0.030290,0.003628,0.003583,0.006344,0.006643,0.002417,0.002880,0.001189,7
scalar_uncertainty_trigger,payload_shift_pick,actuator_model_break,0.430556,0.275101,0.330776,0.361629,0.346261,0.117400,0.186478,0.109780,0.053792,0.004254,0.002794,0.006041,0.008975,0.002616,0.002057,0.001870,7
scalar_uncertainty_trigger,payload_shift_pick,combined_intervention_stress,0.384921,0.295503,0.357333,0.354391,0.319448,0.128546,0.196510,0.119522,0.040164,0.003660,0.001827,0.009177,0.008032,0.001545,0.002590,0.001844,7
scalar_uncertainty_trigger,payload_shift_pick,contact_precondition_failure,0.472222,0.269699,0.326435,0.375455,0.347180,0.117093,0.188806,0.108947,0.045241,0.002504,0.003654,0.002526,0.004848,0.002075,0.004036,0.002439,7
scalar_uncertainty_trigger,payload_shift_pick,environment_change_intervention,0.394841,0.276541,0.330058,0.371082,0.348833,0.119098,0.188909,0.110510,0.061119,0.002694,0.004833,0.010439,0.008255,0.001891,0.003449,0.001323,7
scalar_uncertainty_trigger,payload_shift_pick,false_human_hint,0.500000,0.259801,0.311033,0.385605,0.364625,0.111643,0.184512,0.103597,0.033604,0.003736,0.003774,0.006781,0.003075,0.002344,0.003021,0.001162,7
scalar_uncertainty_trigger,payload_shift_pick,noisy_observation,0.523810,0.254292,0.305342,0.389441,0.374504,0.110767,0.179713,0.099989,0.049599,0.003667,0.003179,0.006945,0.004982,0.001966,0.002153,0.002225,7
scalar_uncertainty_trigger,payload_shift_pick,nominal,0.565476,0.234624,0.278273,0.412492,0.385468,0.099921,0.171362,0.087468,0.034492,0.003788,0.003322,0.008706,0.009875,0.002244,0.002461,0.001740,7
scalar_uncertainty_trigger,payload_shift_pick,physical_rule_violation,0.501984,0.266522,0.318889,0.374811,0.349332,0.115887,0.186382,0.107449,0.061283,0.004373,0.004431,0.009324,0.005162,0.002824,0.005070,0.002337,7
scalar_uncertainty_trigger,tool_use_correction,actuator_model_break,0.450397,0.272315,0.326894,0.369391,0.342702,0.118824,0.184824,0.111733,0.042363,0.003015,0.002616,0.005683,0.005847,0.002572,0.003269,0.002411,7
scalar_uncertainty_trigger,tool_use_correction,combined_intervention_stress,0.432540,0.298340,0.357306,0.343904,0.315483,0.128953,0.196752,0.123004,0.032225,0.001887,0.003435,0.010217,0.010195,0.002723,0.001864,0.001633,7
scalar_uncertainty_trigger,tool_use_correction,contact_precondition_failure,0.476190,0.269418,0.324644,0.369254,0.352690,0.118313,0.189662,0.110914,0.021182,0.004120,0.001533,0.005036,0.010871,0.001889,0.002217,0.001757,7
scalar_uncertainty_trigger,tool_use_correction,environment_change_intervention,0.434524,0.280796,0.334940,0.368237,0.339016,0.121683,0.189306,0.112108,0.043940,0.003021,0.003232,0.011516,0.005608,0.001741,0.001783,0.001950,7
scalar_uncertainty_trigger,tool_use_correction,false_human_hint,0.500000,0.258736,0.315984,0.380546,0.357770,0.112699,0.184566,0.104029,0.036134,0.002539,0.002030,0.007394,0.007447,0.002078,0.002897,0.002282,7
scalar_uncertainty_trigger,tool_use_correction,noisy_observation,0.505952,0.259529,0.307485,0.392156,0.364874,0.111628,0.180103,0.100008,0.035072,0.004546,0.002449,0.005735,0.008660,0.002001,0.003485,0.002255,7
scalar_uncertainty_trigger,tool_use_correction,nominal,0.561508,0.240929,0.278183,0.410650,0.393153,0.100469,0.173392,0.091584,0.035571,0.004759,0.002870,0.006044,0.009549,0.001638,0.003928,0.002366,7
scalar_uncertainty_trigger,tool_use_correction,physical_rule_violation,0.468254,0.264151,0.322083,0.375398,0.352190,0.116846,0.185548,0.108040,0.054352,0.003630,0.003431,0.006094,0.005286,0.002844,0.001661,0.002498,7
