method,task,regime,split,seed,episodes,success_rate,false_revision_rate,missed_violation_rate,belief_consistency,recovery_success,damage_rate,intervention_cost,calibration_error
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,long_horizon_recovery,5,72,0.402778,0.288770,0.346896,0.321685,0.327348,0.131364,0.122462,0.124944
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,long_horizon_recovery,6,72,0.416667,0.288195,0.344229,0.331563,0.297437,0.134330,0.119862,0.124312
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,0,72,0.375000,0.305708,0.374411,0.312056,0.287632,0.137506,0.137084,0.131012
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,1,72,0.388889,0.314627,0.377222,0.325081,0.289914,0.133605,0.119729,0.137595
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,2,72,0.375000,0.309444,0.369521,0.321024,0.270909,0.133385,0.130019,0.133000
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,3,72,0.388889,0.317402,0.367587,0.327755,0.278379,0.132098,0.129968,0.132822
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,4,72,0.388889,0.316124,0.369663,0.317470,0.275893,0.134560,0.128081,0.131783
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,5,72,0.347222,0.306066,0.370297,0.315335,0.284322,0.135530,0.125695,0.129376
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,combined_stress,6,72,0.333333,0.313933,0.376527,0.338281,0.283586,0.140436,0.134141,0.128349
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,0,72,0.527778,0.281448,0.347309,0.335738,0.298429,0.138234,0.118087,0.131192
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,1,72,0.402778,0.286185,0.343139,0.343479,0.310272,0.135417,0.120608,0.129608
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,2,72,0.472222,0.284414,0.354997,0.336375,0.295901,0.133828,0.127719,0.133956
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,3,72,0.333333,0.283609,0.356552,0.323963,0.306325,0.133033,0.123621,0.133244
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,4,72,0.402778,0.275760,0.344236,0.343936,0.303532,0.135557,0.128243,0.133108
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,5,72,0.513889,0.282513,0.347473,0.364329,0.295035,0.134352,0.117879,0.128184
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,in_distribution,6,72,0.430556,0.281265,0.346862,0.326881,0.303108,0.134992,0.127012,0.127430
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,0,72,0.333333,0.310629,0.380794,0.311656,0.287714,0.140318,0.132487,0.141010
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,1,72,0.361111,0.301412,0.378496,0.321052,0.287455,0.141186,0.133151,0.136549
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,2,72,0.416667,0.309576,0.378137,0.314148,0.275960,0.146458,0.123653,0.142753
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,3,72,0.388889,0.309926,0.371042,0.320728,0.281789,0.140018,0.127012,0.138670
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,4,72,0.402778,0.308071,0.379343,0.318064,0.276975,0.141430,0.128424,0.135642
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,5,72,0.444444,0.315960,0.374202,0.308867,0.292069,0.142624,0.129961,0.138537
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,new_operator_interventions,6,72,0.458333,0.306688,0.371079,0.324477,0.283080,0.147569,0.130444,0.142545
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,0,72,0.305556,0.331692,0.389580,0.289231,0.264530,0.149383,0.139595,0.143399
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,1,72,0.277778,0.328381,0.398877,0.302441,0.273753,0.145090,0.136723,0.146391
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,2,72,0.347222,0.330776,0.397597,0.286406,0.259655,0.145522,0.137023,0.142646
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,3,72,0.388889,0.327242,0.387615,0.292020,0.256097,0.150009,0.137478,0.145679
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,4,72,0.388889,0.326367,0.398322,0.297020,0.264231,0.147521,0.137802,0.143092
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,5,72,0.486111,0.328273,0.396678,0.296075,0.268549,0.143505,0.135173,0.147303
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,sparse_feedback,6,72,0.319444,0.325217,0.399497,0.299656,0.267014,0.146895,0.130300,0.146763
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,0,72,0.347222,0.302229,0.365527,0.325669,0.284685,0.142601,0.133309,0.140623
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,1,72,0.375000,0.298083,0.375113,0.314317,0.270322,0.133072,0.128569,0.137352
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,2,72,0.361111,0.312661,0.364111,0.312951,0.273643,0.137183,0.124791,0.141594
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,3,72,0.361111,0.302456,0.369306,0.314431,0.279236,0.136763,0.129751,0.137041
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,4,72,0.361111,0.304297,0.360211,0.312437,0.293074,0.135884,0.126856,0.136109
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,5,72,0.486111,0.309936,0.367550,0.302242,0.298283,0.139864,0.128273,0.138700
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,long_horizon_recovery,6,72,0.416667,0.307631,0.375810,0.310232,0.292194,0.137569,0.127950,0.138337
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,0,72,0.277778,0.339217,0.394192,0.279845,0.257092,0.143405,0.142777,0.145510
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,1,72,0.319444,0.337219,0.397382,0.288423,0.258513,0.151955,0.132138,0.142982
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,2,72,0.333333,0.322652,0.393959,0.277552,0.269720,0.144661,0.133465,0.144209
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,3,72,0.458333,0.330265,0.403223,0.280989,0.270443,0.147373,0.135808,0.143388
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,4,72,0.222222,0.333493,0.393656,0.295971,0.235262,0.145191,0.129314,0.151047
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,5,72,0.263889,0.326921,0.402552,0.295256,0.243759,0.148519,0.141641,0.149360
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,combined_stress,6,72,0.361111,0.327191,0.401515,0.284908,0.255508,0.148980,0.129914,0.143835
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,0,72,0.569444,0.221956,0.272128,0.396492,0.394892,0.106220,0.100831,0.096652
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,1,72,0.652778,0.227754,0.264428,0.410812,0.375923,0.104856,0.108146,0.099924
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,2,72,0.680556,0.229228,0.273540,0.399507,0.391616,0.106694,0.103074,0.090487
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,3,72,0.541667,0.230067,0.259319,0.402570,0.363582,0.101815,0.113929,0.101807
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,4,72,0.666667,0.223896,0.263976,0.416679,0.394550,0.105145,0.107771,0.090108
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,5,72,0.500000,0.229813,0.267130,0.416094,0.398800,0.099692,0.107406,0.098927
periodic_bayes_update,payload_shift_pick,nominal,in_distribution,6,72,0.680556,0.224732,0.254336,0.416690,0.395522,0.099263,0.111376,0.089048
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,0,72,0.458333,0.251766,0.289306,0.376543,0.352450,0.112650,0.107989,0.094305
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,1,72,0.625000,0.243158,0.294585,0.385450,0.352788,0.110124,0.110486,0.099658
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,2,72,0.486111,0.252419,0.293827,0.375852,0.358933,0.107818,0.113125,0.097364
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,3,72,0.541667,0.247994,0.289543,0.388728,0.375959,0.111980,0.113529,0.097245
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,4,72,0.583333,0.251693,0.290884,0.374455,0.344101,0.106230,0.110911,0.100112
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,5,72,0.527778,0.248569,0.286005,0.381121,0.354264,0.113804,0.108738,0.101730
periodic_bayes_update,payload_shift_pick,nominal,new_operator_interventions,6,72,0.555556,0.244764,0.289670,0.372000,0.356980,0.107389,0.116462,0.098452
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,0,72,0.486111,0.272194,0.312294,0.360093,0.332905,0.113225,0.110992,0.099006
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,1,72,0.444444,0.266374,0.318829,0.360138,0.336020,0.112731,0.119859,0.107129
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,2,72,0.597222,0.263701,0.323199,0.367124,0.329013,0.112330,0.118017,0.102677
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,3,72,0.611111,0.273912,0.306441,0.359042,0.353535,0.114678,0.118843,0.109684
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,4,72,0.513889,0.262884,0.321030,0.343038,0.337236,0.116589,0.116526,0.103697
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,5,72,0.569444,0.269526,0.308647,0.364341,0.355189,0.115501,0.117243,0.105038
periodic_bayes_update,payload_shift_pick,nominal,sparse_feedback,6,72,0.513889,0.263181,0.309088,0.378302,0.327471,0.113990,0.114675,0.103909
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,0,72,0.555556,0.247920,0.283859,0.361902,0.376513,0.108647,0.118796,0.094475
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,1,72,0.541667,0.237260,0.287051,0.393215,0.348830,0.108331,0.109038,0.098428
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,2,72,0.625000,0.241064,0.288713,0.397067,0.370795,0.107397,0.105787,0.097218
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,3,72,0.527778,0.245901,0.291458,0.400141,0.354101,0.103108,0.120271,0.096531
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,4,72,0.569444,0.243558,0.291790,0.388717,0.366997,0.110114,0.112345,0.092986
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,5,72,0.597222,0.235364,0.282701,0.389301,0.365935,0.103566,0.110727,0.096293
periodic_bayes_update,payload_shift_pick,nominal,long_horizon_recovery,6,72,0.513889,0.238210,0.280417,0.380050,0.371787,0.105679,0.116248,0.099036
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,0,72,0.527778,0.271833,0.321911,0.382235,0.338292,0.116624,0.117113,0.112260
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,1,72,0.527778,0.274739,0.313000,0.377113,0.323800,0.115367,0.124679,0.108901
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,2,72,0.430556,0.269179,0.319235,0.378437,0.339020,0.118902,0.119640,0.102657
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,3,72,0.486111,0.274224,0.308333,0.349105,0.328615,0.112546,0.114342,0.113029
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,4,72,0.486111,0.277547,0.309530,0.355773,0.356351,0.115422,0.106774,0.104264
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,5,72,0.430556,0.266413,0.313047,0.349640,0.336525,0.111658,0.114901,0.103555
periodic_bayes_update,payload_shift_pick,nominal,combined_stress,6,72,0.500000,0.270831,0.309821,0.370590,0.341954,0.114699,0.116581,0.108334
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,0,72,0.666667,0.249394,0.292483,0.385528,0.349809,0.110269,0.119372,0.109229
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,1,72,0.680556,0.243609,0.294733,0.382392,0.344901,0.109873,0.106762,0.108427
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,2,72,0.680556,0.243456,0.294722,0.377309,0.351222,0.111605,0.107636,0.098734
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,3,72,0.527778,0.240502,0.291132,0.385595,0.364256,0.118825,0.109867,0.104534
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,4,72,0.583333,0.244538,0.293141,0.366342,0.363633,0.112024,0.114882,0.107013
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,5,72,0.611111,0.249157,0.292274,0.387644,0.359919,0.112084,0.109192,0.099595
periodic_bayes_update,payload_shift_pick,noisy_observation,in_distribution,6,72,0.652778,0.247618,0.291352,0.380218,0.348909,0.113272,0.112611,0.108061
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,0,72,0.527778,0.265822,0.331183,0.354120,0.340598,0.120658,0.119754,0.107928
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,1,72,0.430556,0.269563,0.324264,0.357679,0.325782,0.118461,0.121127,0.115356
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,2,72,0.569444,0.272726,0.322431,0.359179,0.332824,0.123000,0.120612,0.118555
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,3,72,0.583333,0.271767,0.316325,0.364642,0.340359,0.117486,0.110932,0.108882
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,4,72,0.541667,0.274166,0.321135,0.378375,0.323251,0.120822,0.119178,0.107940
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,5,72,0.541667,0.266487,0.323565,0.343018,0.348575,0.120069,0.117471,0.115217
periodic_bayes_update,payload_shift_pick,noisy_observation,new_operator_interventions,6,72,0.555556,0.262248,0.322861,0.357763,0.319832,0.122578,0.115512,0.111360
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,0,72,0.527778,0.289416,0.344432,0.351972,0.303999,0.120066,0.126353,0.113384
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,1,72,0.458333,0.294385,0.341335,0.348671,0.306972,0.120879,0.120886,0.124253
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,2,72,0.486111,0.292843,0.346905,0.341749,0.318512,0.126025,0.118203,0.114232
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,3,72,0.305556,0.294589,0.344035,0.338588,0.306185,0.127592,0.120732,0.119574
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,4,72,0.486111,0.290260,0.345092,0.326636,0.296998,0.123150,0.119922,0.115374
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,5,72,0.402778,0.286484,0.346451,0.327381,0.289642,0.123021,0.126405,0.118794
periodic_bayes_update,payload_shift_pick,noisy_observation,sparse_feedback,6,72,0.388889,0.292032,0.345300,0.352822,0.315452,0.126543,0.123955,0.118752
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,0,72,0.513889,0.271633,0.316409,0.351711,0.350112,0.112253,0.118335,0.112759
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,1,72,0.416667,0.262161,0.320780,0.359754,0.347757,0.117095,0.114053,0.110123
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,2,72,0.375000,0.270791,0.316370,0.338393,0.348963,0.111856,0.113337,0.113229
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,3,72,0.569444,0.259901,0.311847,0.345364,0.326783,0.118274,0.123854,0.103941
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,4,72,0.319444,0.263798,0.320738,0.362206,0.327017,0.114116,0.105414,0.111079
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,5,72,0.333333,0.261851,0.322199,0.366765,0.323738,0.120037,0.108848,0.110618
periodic_bayes_update,payload_shift_pick,noisy_observation,long_horizon_recovery,6,72,0.430556,0.266438,0.313808,0.373044,0.333948,0.118083,0.113734,0.110901
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,0,72,0.500000,0.291187,0.345138,0.330340,0.307816,0.129219,0.127890,0.116273
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,1,72,0.430556,0.288961,0.344596,0.347298,0.321227,0.123931,0.122341,0.120151
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,2,72,0.486111,0.282968,0.343088,0.345884,0.294997,0.121699,0.120506,0.121641
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,3,72,0.388889,0.291748,0.341382,0.337657,0.324718,0.127472,0.128872,0.114696
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,4,72,0.388889,0.289445,0.339819,0.328223,0.313429,0.122598,0.123754,0.124220
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,5,72,0.402778,0.299228,0.344041,0.334513,0.298850,0.128910,0.120665,0.118655
periodic_bayes_update,payload_shift_pick,noisy_observation,combined_stress,6,72,0.472222,0.296390,0.344775,0.335337,0.294481,0.126161,0.120085,0.118575
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,0,72,0.611111,0.254487,0.301077,0.378075,0.349161,0.112925,0.112355,0.110203
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,1,72,0.583333,0.251481,0.304152,0.381501,0.353256,0.114114,0.119775,0.110489
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,2,72,0.513889,0.251332,0.296888,0.384725,0.341517,0.113560,0.109154,0.109296
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,3,72,0.555556,0.256584,0.301636,0.361910,0.341203,0.116164,0.113710,0.115309
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,4,72,0.555556,0.243718,0.307337,0.356712,0.339751,0.115600,0.110820,0.109778
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,5,72,0.666667,0.243467,0.300240,0.356904,0.354672,0.108372,0.116480,0.103567
periodic_bayes_update,payload_shift_pick,false_human_hint,in_distribution,6,72,0.513889,0.253096,0.302982,0.394494,0.344117,0.120472,0.113007,0.108878
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,0,72,0.486111,0.277553,0.326140,0.345189,0.316250,0.120895,0.117419,0.117132
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,1,72,0.527778,0.276182,0.329380,0.348980,0.326750,0.122691,0.112217,0.118514
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,2,72,0.486111,0.274693,0.332484,0.338106,0.328821,0.119453,0.121344,0.116441
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,3,72,0.472222,0.286416,0.325985,0.348279,0.311381,0.123096,0.116900,0.122119
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,4,72,0.444444,0.266161,0.326028,0.341724,0.339426,0.119386,0.119875,0.110989
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,5,72,0.583333,0.276248,0.324382,0.351460,0.344131,0.122781,0.111764,0.115644
periodic_bayes_update,payload_shift_pick,false_human_hint,new_operator_interventions,6,72,0.486111,0.276592,0.338552,0.352943,0.337457,0.126634,0.114034,0.119697
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,0,72,0.402778,0.285774,0.342409,0.323219,0.304043,0.129961,0.128269,0.121877
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,1,72,0.402778,0.303379,0.345866,0.325451,0.318889,0.128399,0.120455,0.119777
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,2,72,0.500000,0.292798,0.341930,0.326106,0.307851,0.125759,0.119345,0.119233
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,3,72,0.444444,0.296491,0.349468,0.335339,0.302612,0.132310,0.118142,0.122236
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,4,72,0.486111,0.283754,0.344928,0.337075,0.321963,0.128957,0.118031,0.118243
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,5,72,0.527778,0.295965,0.342683,0.321705,0.295428,0.132508,0.125103,0.120321
periodic_bayes_update,payload_shift_pick,false_human_hint,sparse_feedback,6,72,0.458333,0.290778,0.350179,0.326638,0.291978,0.128283,0.120850,0.118774
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,0,72,0.444444,0.274718,0.324652,0.343932,0.324308,0.117733,0.115912,0.108451
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,1,72,0.472222,0.275918,0.324682,0.355496,0.338435,0.123341,0.121190,0.121381
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,2,72,0.597222,0.268967,0.321934,0.382696,0.336184,0.125285,0.116551,0.115420
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,3,72,0.472222,0.283421,0.327255,0.365481,0.329820,0.121064,0.126305,0.115370
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,4,72,0.444444,0.268181,0.329622,0.367017,0.325237,0.123661,0.109776,0.110124
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,5,72,0.430556,0.272215,0.327391,0.363791,0.342492,0.116972,0.109831,0.117602
periodic_bayes_update,payload_shift_pick,false_human_hint,long_horizon_recovery,6,72,0.333333,0.273782,0.315690,0.338067,0.313733,0.120754,0.120885,0.116651
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,0,72,0.388889,0.289541,0.352931,0.334284,0.297035,0.130555,0.129762,0.120727
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,1,72,0.430556,0.294496,0.348894,0.335233,0.316369,0.127672,0.130922,0.122693
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,2,72,0.416667,0.298505,0.345267,0.319866,0.292807,0.123279,0.127237,0.123227
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,3,72,0.375000,0.291232,0.346884,0.314685,0.301790,0.127337,0.123924,0.124463
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,4,72,0.500000,0.286815,0.356840,0.335840,0.302251,0.131111,0.131379,0.121975
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,5,72,0.444444,0.313830,0.353285,0.313093,0.297595,0.124036,0.125275,0.121458
periodic_bayes_update,payload_shift_pick,false_human_hint,combined_stress,6,72,0.486111,0.295740,0.337282,0.333410,0.311687,0.125355,0.123105,0.120685
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,0,72,0.666667,0.255287,0.311721,0.373759,0.349542,0.116527,0.112181,0.112893
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,1,72,0.583333,0.251433,0.317408,0.349944,0.335454,0.114217,0.115563,0.117201
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,2,72,0.472222,0.249228,0.307396,0.367975,0.336259,0.118749,0.114912,0.113197
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,3,72,0.569444,0.254664,0.313707,0.382196,0.348107,0.117818,0.121614,0.113379
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,4,72,0.625000,0.260093,0.308459,0.380911,0.315716,0.123281,0.114159,0.112338
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,5,72,0.569444,0.259052,0.306475,0.368714,0.333500,0.119278,0.118247,0.115712
periodic_bayes_update,payload_shift_pick,physical_rule_violation,in_distribution,6,72,0.527778,0.258276,0.312188,0.359642,0.329008,0.118845,0.119038,0.108694
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,0,72,0.444444,0.280037,0.338485,0.333648,0.321524,0.126651,0.116246,0.116273
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,1,72,0.472222,0.275796,0.336503,0.351473,0.313867,0.124932,0.123871,0.125575
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,2,72,0.527778,0.283040,0.337222,0.332549,0.306966,0.124472,0.120858,0.119176
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,3,72,0.527778,0.281189,0.333735,0.349907,0.320299,0.125483,0.120480,0.118612
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,4,72,0.444444,0.289885,0.334991,0.345933,0.317570,0.122954,0.124217,0.120370
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,5,72,0.527778,0.274172,0.341389,0.347779,0.324632,0.127631,0.122488,0.123419
periodic_bayes_update,payload_shift_pick,physical_rule_violation,new_operator_interventions,6,72,0.541667,0.277985,0.332513,0.359532,0.328571,0.122946,0.124702,0.110145
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,0,72,0.444444,0.294075,0.358055,0.344707,0.298413,0.135862,0.118463,0.124917
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,1,72,0.458333,0.293796,0.357200,0.323721,0.289309,0.130619,0.124645,0.125555
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,2,72,0.541667,0.301779,0.367249,0.312785,0.282535,0.130959,0.125043,0.126237
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,3,72,0.472222,0.298325,0.350445,0.311244,0.312950,0.123995,0.117437,0.124976
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,4,72,0.402778,0.306508,0.357073,0.320292,0.284264,0.132378,0.124114,0.123946
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,5,72,0.430556,0.291937,0.357933,0.333192,0.288377,0.127150,0.123049,0.123231
periodic_bayes_update,payload_shift_pick,physical_rule_violation,sparse_feedback,6,72,0.458333,0.297753,0.356993,0.316311,0.304230,0.131582,0.132088,0.125659
periodic_bayes_update,payload_shift_pick,physical_rule_violation,long_horizon_recovery,0,72,0.430556,0.279590,0.321069,0.349824,0.321559,0.124244,0.121262,0.122574
periodic_bayes_update,payload_shift_pick,physical_rule_violation,long_horizon_recovery,1,72,0.486111,0.272945,0.335562,0.325979,0.321446,0.125646,0.119155,0.119113
periodic_bayes_update,payload_shift_pick,physical_rule_violation,long_horizon_recovery,2,72,0.472222,0.269121,0.326267,0.361391,0.328501,0.121950,0.117171,0.113093
periodic_bayes_update,payload_shift_pick,physical_rule_violation,long_horizon_recovery,3,72,0.430556,0.278045,0.329485,0.344412,0.317951,0.119332,0.122166,0.117615
periodic_bayes_update,payload_shift_pick,physical_rule_violation,long_horizon_recovery,4,72,0.472222,0.277121,0.330786,0.336504,0.294411,0.127164,0.125820,0.121025
periodic_bayes_update,payload_shift_pick,physical_rule_violation,long_horizon_recovery,5,72,0.472222,0.273818,0.334154,0.349912,0.326077,0.121946,0.117211,0.127998
