method,task,regime,split,success,ci95_success,utility,ci95_utility,false_revision,ci95_false_revision,missed_violation,ci95_missed_violation,belief_consistency,ci95_belief_consistency,recovery_success,ci95_recovery_success,damage_rate,ci95_damage_rate,intervention_cost,ci95_intervention_cost,revision_calibration_error,ci95_revision_calibration_error,unsafe_revision,ci95_unsafe_revision,causal_attribution_f1,ci95_causal_attribution_f1,n
conformal_intervention_filter,bin_packing_recovery,nominal,combined_stress,0.586915,0.003466,0.317397,0.004858,0.142235,0.002177,0.255296,0.002122,0.535808,0.002621,0.479289,0.002639,0.160306,0.001459,0.403580,0.001248,0.067251,0.001403,0.096622,0.001470,0.494586,0.002814,80
conformal_intervention_filter,bin_packing_recovery,nominal,in_distribution,0.678619,0.003673,0.651818,0.004553,0.080816,0.002559,0.093683,0.001888,0.580671,0.002737,0.530356,0.002999,0.132476,0.001348,0.256797,0.001540,0.073435,0.001429,0.062486,0.001368,0.494968,0.002566,80
conformal_intervention_filter,bin_packing_recovery,nominal,long_horizon_recovery,0.623084,0.004241,0.450098,0.005165,0.106118,0.002014,0.199830,0.002344,0.561397,0.002621,0.478905,0.002821,0.144340,0.001291,0.353719,0.001464,0.069470,0.001262,0.082733,0.001334,0.495898,0.002873,80
conformal_intervention_filter,bin_packing_recovery,nominal,new_operator_interventions,0.647190,0.003872,0.535306,0.004030,0.099086,0.001997,0.155371,0.002214,0.559412,0.002449,0.520511,0.002398,0.144005,0.001191,0.298151,0.001374,0.070857,0.001478,0.074738,0.001329,0.492451,0.002641,80
conformal_intervention_filter,bin_packing_recovery,nominal,sparse_feedback,0.616663,0.003695,0.424781,0.004882,0.142050,0.002165,0.186615,0.002115,0.550402,0.002509,0.510683,0.002683,0.152255,0.001349,0.363866,0.001474,0.071190,0.001478,0.086329,0.001253,0.494311,0.002527,80
conformal_intervention_filter,bin_packing_recovery,physical_rule_violation,combined_stress,0.498609,0.003642,-0.009335,0.004835,0.211287,0.002031,0.403151,0.002194,0.487596,0.002530,0.387079,0.002388,0.213389,0.001428,0.417290,0.001402,0.062105,0.001284,0.138607,0.001338,0.458222,0.002728,80
conformal_intervention_filter,bin_packing_recovery,physical_rule_violation,in_distribution,0.592201,0.003674,0.329312,0.004337,0.148495,0.002469,0.240549,0.002304,0.526210,0.002536,0.439619,0.002676,0.182744,0.001327,0.270803,0.001332,0.068962,0.001598,0.104317,0.001445,0.459891,0.002389,80
conformal_intervention_filter,bin_packing_recovery,physical_rule_violation,long_horizon_recovery,0.538269,0.004671,0.127648,0.005302,0.175579,0.002398,0.346162,0.001854,0.511875,0.002661,0.386178,0.002590,0.196493,0.001427,0.370013,0.001696,0.064988,0.001369,0.122844,0.001463,0.457795,0.002715,80
conformal_intervention_filter,bin_packing_recovery,physical_rule_violation,new_operator_interventions,0.554755,0.003661,0.206864,0.004781,0.168896,0.002622,0.298893,0.002151,0.510928,0.002757,0.427776,0.002790,0.198118,0.001298,0.311271,0.001830,0.066058,0.001353,0.115421,0.001563,0.456748,0.002509,80
conformal_intervention_filter,bin_packing_recovery,physical_rule_violation,sparse_feedback,0.528650,0.003970,0.097532,0.004534,0.211468,0.002015,0.335556,0.002323,0.502894,0.002526,0.417274,0.002534,0.204680,0.001510,0.378492,0.001559,0.062992,0.001520,0.129593,0.001186,0.457650,0.002626,80
conformal_intervention_filter,deformable_contact_replan,actuator_model_break,combined_stress,0.482953,0.003924,-0.056426,0.004390,0.210292,0.002200,0.436121,0.002065,0.482036,0.002633,0.362886,0.002895,0.214661,0.001256,0.419670,0.001585,0.060763,0.001580,0.141496,0.001364,0.456734,0.002679,80
conformal_intervention_filter,deformable_contact_replan,actuator_model_break,in_distribution,0.580412,0.003973,0.285959,0.004841,0.148644,0.002472,0.274207,0.002305,0.528207,0.002633,0.415757,0.002649,0.185684,0.001228,0.272324,0.001373,0.067227,0.001644,0.106940,0.001555,0.458806,0.002439,80
conformal_intervention_filter,deformable_contact_replan,actuator_model_break,long_horizon_recovery,0.523526,0.004273,0.081223,0.004401,0.174107,0.002432,0.381418,0.002377,0.507425,0.002342,0.364146,0.003022,0.197881,0.001161,0.370153,0.001565,0.064745,0.001751,0.125500,0.001289,0.455859,0.002560,80
conformal_intervention_filter,deformable_contact_replan,actuator_model_break,new_operator_interventions,0.542880,0.003643,0.161633,0.004453,0.169881,0.002318,0.334300,0.002231,0.509440,0.002534,0.405595,0.002642,0.200009,0.001364,0.312686,0.001546,0.065323,0.001510,0.118503,0.001505,0.455913,0.002633,80
conformal_intervention_filter,deformable_contact_replan,actuator_model_break,sparse_feedback,0.519408,0.004047,0.056370,0.004256,0.214023,0.002136,0.367978,0.002306,0.499271,0.002756,0.394371,0.002645,0.205688,0.001234,0.379852,0.001270,0.062857,0.001486,0.131360,0.001511,0.456413,0.002639,80
conformal_intervention_filter,deformable_contact_replan,combined_intervention_stress,combined_stress,0.390763,0.004205,-0.411062,0.004775,0.392101,0.001747,0.504453,0.002018,0.359154,0.002945,0.319064,0.002860,0.238882,0.001412,0.448572,0.001603,0.056164,0.001417,0.216488,0.001419,0.366001,0.002699,80
conformal_intervention_filter,deformable_contact_replan,combined_intervention_stress,in_distribution,0.483345,0.004422,-0.072620,0.004905,0.328862,0.001952,0.342737,0.002122,0.403856,0.002515,0.372985,0.002767,0.209357,0.001163,0.300264,0.001497,0.061484,0.001556,0.182892,0.001549,0.364473,0.002722,80
conformal_intervention_filter,deformable_contact_replan,combined_intervention_stress,long_horizon_recovery,0.431494,0.004051,-0.271760,0.004730,0.358096,0.002150,0.445047,0.001942,0.386585,0.002450,0.322555,0.002756,0.222859,0.001279,0.400119,0.001374,0.057588,0.001214,0.203208,0.001359,0.365408,0.002725,80
conformal_intervention_filter,deformable_contact_replan,combined_intervention_stress,new_operator_interventions,0.452756,0.003842,-0.190388,0.004935,0.350476,0.002153,0.401209,0.002081,0.383620,0.002563,0.360762,0.002960,0.224514,0.001433,0.340640,0.001724,0.057924,0.001425,0.194827,0.001362,0.362456,0.002980,80
conformal_intervention_filter,deformable_contact_replan,combined_intervention_stress,sparse_feedback,0.422801,0.004222,-0.301957,0.004701,0.392869,0.002160,0.436795,0.002181,0.373957,0.002673,0.354267,0.002682,0.230634,0.001102,0.407646,0.001603,0.056655,0.001545,0.208211,0.001504,0.361683,0.002789,80
conformal_intervention_filter,deformable_contact_replan,contact_precondition_failure,combined_stress,0.499531,0.003999,-0.010092,0.005451,0.201140,0.002387,0.417766,0.002352,0.493329,0.002486,0.371982,0.002462,0.209458,0.001262,0.415082,0.001603,0.063002,0.001492,0.137208,0.001335,0.462340,0.002677,80
conformal_intervention_filter,deformable_contact_replan,contact_precondition_failure,in_distribution,0.592896,0.003739,0.327906,0.004356,0.137073,0.002342,0.259924,0.002099,0.538864,0.002428,0.426702,0.002925,0.179425,0.001149,0.269481,0.001741,0.067364,0.001589,0.103002,0.001465,0.465823,0.002396,80
conformal_intervention_filter,deformable_contact_replan,contact_precondition_failure,long_horizon_recovery,0.540248,0.004024,0.130069,0.005364,0.164275,0.002199,0.363445,0.002272,0.517693,0.002383,0.377717,0.002456,0.191618,0.001304,0.365796,0.001329,0.064608,0.001615,0.121175,0.001216,0.464307,0.002681,80
conformal_intervention_filter,deformable_contact_replan,contact_precondition_failure,new_operator_interventions,0.558841,0.003416,0.209443,0.004289,0.157077,0.002093,0.318401,0.002284,0.520167,0.002529,0.416417,0.002709,0.193374,0.001467,0.308915,0.001460,0.065364,0.001512,0.115029,0.001283,0.465272,0.002880,80
conformal_intervention_filter,deformable_contact_replan,contact_precondition_failure,sparse_feedback,0.528525,0.003640,0.096144,0.004510,0.198582,0.002035,0.352719,0.001995,0.506627,0.002439,0.404268,0.002514,0.200171,0.001207,0.374005,0.001359,0.065240,0.001443,0.129495,0.001440,0.464847,0.002397,80
conformal_intervention_filter,deformable_contact_replan,environment_change_intervention,combined_stress,0.472545,0.004235,-0.107033,0.004937,0.232356,0.002468,0.451532,0.002043,0.474351,0.003039,0.350994,0.002460,0.221964,0.001385,0.422423,0.001393,0.060481,0.001461,0.152985,0.001442,0.449365,0.002888,80
conformal_intervention_filter,deformable_contact_replan,environment_change_intervention,in_distribution,0.566117,0.003830,0.231922,0.004408,0.168848,0.002004,0.290943,0.002396,0.514176,0.002804,0.406811,0.002796,0.191751,0.001371,0.275578,0.001799,0.066637,0.001389,0.117203,0.001411,0.448363,0.002657,80
conformal_intervention_filter,deformable_contact_replan,environment_change_intervention,long_horizon_recovery,0.509008,0.003858,0.027279,0.004317,0.195610,0.002183,0.397317,0.002081,0.495483,0.002358,0.353736,0.002781,0.203917,0.001383,0.372656,0.001527,0.061759,0.001385,0.137120,0.001503,0.447663,0.002470,80
conformal_intervention_filter,deformable_contact_replan,environment_change_intervention,new_operator_interventions,0.534457,0.004129,0.112277,0.004773,0.189380,0.002503,0.351659,0.002125,0.494635,0.002594,0.392668,0.002412,0.206668,0.001239,0.314902,0.001339,0.064361,0.001645,0.128732,0.001353,0.446026,0.002425,80
conformal_intervention_filter,deformable_contact_replan,environment_change_intervention,sparse_feedback,0.501234,0.004297,0.000046,0.004986,0.231815,0.001932,0.385065,0.002285,0.487081,0.002937,0.382533,0.002176,0.211822,0.001207,0.380476,0.001677,0.060657,0.001547,0.143124,0.001331,0.447291,0.002582,80
conformal_intervention_filter,deformable_contact_replan,false_human_hint,combined_stress,0.506328,0.004545,0.008689,0.005355,0.290640,0.002324,0.330050,0.002279,0.438222,0.002690,0.433293,0.002748,0.175856,0.001436,0.426922,0.001355,0.062955,0.001419,0.163641,0.001266,0.421578,0.003062,80
conformal_intervention_filter,deformable_contact_replan,false_human_hint,in_distribution,0.600809,0.003896,0.349448,0.004683,0.227704,0.002170,0.166601,0.002259,0.483923,0.002861,0.483545,0.002570,0.146883,0.001273,0.278939,0.001396,0.069731,0.001391,0.127906,0.001226,0.418781,0.002765,80
conformal_intervention_filter,deformable_contact_replan,false_human_hint,long_horizon_recovery,0.544054,0.003758,0.145887,0.004552,0.253490,0.001921,0.272137,0.002056,0.461810,0.002458,0.430793,0.002800,0.159269,0.001432,0.377626,0.001564,0.064815,0.001463,0.146147,0.001360,0.419664,0.002435,80
conformal_intervention_filter,deformable_contact_replan,false_human_hint,new_operator_interventions,0.564409,0.004225,0.222854,0.004623,0.249289,0.001875,0.228538,0.001959,0.460353,0.002477,0.472812,0.002401,0.162004,0.001313,0.319892,0.001544,0.066211,0.001483,0.141180,0.001296,0.421179,0.003323,80
conformal_intervention_filter,deformable_contact_replan,false_human_hint,sparse_feedback,0.533818,0.003654,0.115842,0.004208,0.288093,0.002162,0.260375,0.001944,0.451461,0.002121,0.462684,0.002521,0.168717,0.001261,0.385500,0.001656,0.065227,0.001444,0.151632,0.001388,0.418763,0.002365,80
conformal_intervention_filter,deformable_contact_replan,noisy_observation,combined_stress,0.538357,0.003846,0.142423,0.004335,0.215672,0.002443,0.306850,0.002085,0.480423,0.002615,0.445897,0.002425,0.168697,0.001369,0.421865,0.001580,0.064790,0.001506,0.122158,0.001435,0.453556,0.002277,80
conformal_intervention_filter,deformable_contact_replan,noisy_observation,in_distribution,0.629563,0.003766,0.478928,0.004689,0.153926,0.002191,0.143457,0.002226,0.524345,0.002358,0.498167,0.002913,0.139815,0.001289,0.274806,0.001498,0.071116,0.001671,0.086671,0.001490,0.451127,0.002550,80
conformal_intervention_filter,deformable_contact_replan,noisy_observation,long_horizon_recovery,0.581205,0.003663,0.281632,0.004894,0.180149,0.002014,0.250139,0.002031,0.502922,0.002647,0.446298,0.002600,0.152494,0.001194,0.370937,0.001390,0.068882,0.001497,0.108186,0.001470,0.454078,0.002553,80
conformal_intervention_filter,deformable_contact_replan,noisy_observation,new_operator_interventions,0.594136,0.003751,0.357599,0.004641,0.173422,0.001824,0.204363,0.002083,0.504525,0.002716,0.488748,0.002649,0.154665,0.001214,0.313239,0.001358,0.069255,0.001523,0.098952,0.001323,0.455231,0.002532,80
conformal_intervention_filter,deformable_contact_replan,noisy_observation,sparse_feedback,0.568425,0.004142,0.247983,0.004898,0.215580,0.002033,0.239964,0.002124,0.491116,0.002432,0.475856,0.002461,0.160236,0.001225,0.381206,0.001643,0.067846,0.001353,0.112460,0.001395,0.452909,0.002376,80
conformal_intervention_filter,deformable_contact_replan,nominal,combined_stress,0.589079,0.003755,0.325708,0.004486,0.143833,0.002313,0.255560,0.001916,0.537324,0.002486,0.479486,0.002633,0.150703,0.001354,0.404590,0.001622,0.067919,0.001437,0.096219,0.001458,0.497299,0.002809,80
conformal_intervention_filter,deformable_contact_replan,nominal,in_distribution,0.680884,0.003786,0.658670,0.004575,0.080415,0.002063,0.098012,0.002527,0.579751,0.002709,0.531056,0.002457,0.121346,0.001293,0.258254,0.001567,0.075210,0.001435,0.061801,0.001417,0.494104,0.002515,80
conformal_intervention_filter,deformable_contact_replan,nominal,long_horizon_recovery,0.628947,0.003931,0.462210,0.004900,0.107495,0.002069,0.199654,0.002175,0.564117,0.002794,0.478593,0.002720,0.134793,0.001353,0.354919,0.001664,0.071233,0.001659,0.081498,0.001348,0.493735,0.002516,80
conformal_intervention_filter,deformable_contact_replan,nominal,new_operator_interventions,0.648338,0.003455,0.542879,0.004615,0.100014,0.002004,0.153965,0.002354,0.558205,0.002816,0.520112,0.002728,0.136092,0.001297,0.296110,0.001394,0.072861,0.001483,0.073637,0.001385,0.493718,0.002979,80
conformal_intervention_filter,deformable_contact_replan,nominal,sparse_feedback,0.618323,0.003661,0.434773,0.004315,0.141582,0.002268,0.186187,0.002146,0.549795,0.002571,0.513024,0.002701,0.142374,0.001304,0.363670,0.001547,0.070346,0.001612,0.086563,0.001357,0.496023,0.002487,80
conformal_intervention_filter,deformable_contact_replan,physical_rule_violation,combined_stress,0.498933,0.004142,0.000813,0.005056,0.212112,0.002325,0.400127,0.002195,0.486853,0.002546,0.386392,0.002727,0.201876,0.001252,0.417622,0.001514,0.061434,0.001437,0.137599,0.001342,0.456170,0.002667,80
conformal_intervention_filter,deformable_contact_replan,physical_rule_violation,in_distribution,0.594770,0.003693,0.336984,0.004628,0.148265,0.002204,0.242458,0.002082,0.529149,0.002514,0.436809,0.002732,0.174193,0.001169,0.271781,0.001335,0.068031,0.001352,0.103686,0.001211,0.458969,0.002539,80
conformal_intervention_filter,deformable_contact_replan,physical_rule_violation,long_horizon_recovery,0.538876,0.003903,0.138978,0.004498,0.173385,0.001937,0.344271,0.001935,0.512195,0.002305,0.386419,0.002474,0.186744,0.001222,0.368494,0.001372,0.064773,0.001487,0.121380,0.001358,0.456265,0.002449,80
conformal_intervention_filter,deformable_contact_replan,physical_rule_violation,new_operator_interventions,0.562734,0.004324,0.220522,0.005028,0.170346,0.001901,0.300275,0.002185,0.509514,0.002748,0.427680,0.002551,0.188021,0.001345,0.310552,0.001496,0.065948,0.001533,0.114403,0.001423,0.458334,0.002869,80
conformal_intervention_filter,deformable_contact_replan,physical_rule_violation,sparse_feedback,0.533866,0.003738,0.111627,0.004272,0.211175,0.002329,0.333737,0.002258,0.500201,0.002494,0.417119,0.002652,0.193743,0.001254,0.378015,0.001546,0.064290,0.001349,0.128472,0.001414,0.457638,0.002576,80
conformal_intervention_filter,mobile_base_intervention,actuator_model_break,combined_stress,0.495897,0.003787,-0.021744,0.004475,0.211198,0.002205,0.435624,0.002355,0.485055,0.002643,0.363852,0.002815,0.184520,0.001268,0.418958,0.001466,0.062615,0.001489,0.142171,0.001464,0.457139,0.002633,80
conformal_intervention_filter,mobile_base_intervention,actuator_model_break,in_distribution,0.590221,0.004367,0.315401,0.004838,0.149579,0.001961,0.275749,0.002162,0.530061,0.002538,0.416671,0.003053,0.156556,0.001378,0.272597,0.001745,0.067423,0.001589,0.106766,0.001446,0.457871,0.002639,80
conformal_intervention_filter,mobile_base_intervention,actuator_model_break,long_horizon_recovery,0.531261,0.004264,0.111692,0.004981,0.175909,0.002001,0.377646,0.002232,0.509453,0.002820,0.362691,0.002591,0.167849,0.001531,0.370286,0.001396,0.064371,0.001607,0.126605,0.001181,0.455853,0.002780,80
conformal_intervention_filter,mobile_base_intervention,actuator_model_break,new_operator_interventions,0.555931,0.004165,0.198104,0.005035,0.167672,0.002255,0.334101,0.001924,0.508132,0.002729,0.405290,0.003047,0.169733,0.001450,0.311448,0.001506,0.065552,0.001627,0.117640,0.001355,0.457074,0.002885,80
conformal_intervention_filter,mobile_base_intervention,actuator_model_break,sparse_feedback,0.523433,0.004031,0.080489,0.004675,0.213311,0.002117,0.368272,0.002204,0.496457,0.002682,0.396692,0.003084,0.177455,0.001218,0.379500,0.001439,0.063796,0.001591,0.132051,0.001367,0.458045,0.002714,80
conformal_intervention_filter,mobile_base_intervention,combined_intervention_stress,combined_stress,0.398313,0.004014,-0.380229,0.005134,0.390758,0.002135,0.502829,0.002095,0.360036,0.002820,0.318937,0.002473,0.208956,0.001451,0.447529,0.001722,0.055728,0.001551,0.216954,0.001421,0.361711,0.002507,80
conformal_intervention_filter,mobile_base_intervention,combined_intervention_stress,in_distribution,0.494702,0.003846,-0.039963,0.004358,0.330160,0.002118,0.340999,0.002202,0.404659,0.002695,0.372462,0.002310,0.179840,0.001397,0.301202,0.001426,0.061371,0.001506,0.182425,0.001392,0.362579,0.002768,80
conformal_intervention_filter,mobile_base_intervention,combined_intervention_stress,long_horizon_recovery,0.436061,0.003849,-0.243988,0.005032,0.356354,0.002270,0.445215,0.002093,0.385282,0.002653,0.320519,0.002314,0.191889,0.001158,0.398261,0.001424,0.058973,0.001514,0.201254,0.001520,0.363098,0.002917,80
conformal_intervention_filter,mobile_base_intervention,combined_intervention_stress,new_operator_interventions,0.458363,0.004094,-0.162066,0.005001,0.350251,0.002345,0.400447,0.002192,0.382357,0.003128,0.361687,0.002246,0.193509,0.001217,0.340629,0.001532,0.058962,0.001467,0.194615,0.001226,0.362910,0.002464,80
conformal_intervention_filter,mobile_base_intervention,combined_intervention_stress,sparse_feedback,0.431412,0.003984,-0.270124,0.004743,0.392519,0.002588,0.435602,0.002055,0.373191,0.002781,0.352950,0.002621,0.200308,0.001360,0.407302,0.001468,0.056346,0.001360,0.206619,0.001545,0.363303,0.002642,80
conformal_intervention_filter,mobile_base_intervention,contact_precondition_failure,combined_stress,0.509973,0.004325,0.023188,0.004930,0.198787,0.002076,0.420174,0.001981,0.493771,0.002836,0.373056,0.002569,0.178560,0.001527,0.415028,0.001621,0.060605,0.001278,0.137645,0.001347,0.466102,0.002273,80
conformal_intervention_filter,mobile_base_intervention,contact_precondition_failure,in_distribution,0.598567,0.003955,0.357965,0.004759,0.137049,0.002408,0.257239,0.002239,0.539341,0.002601,0.427207,0.002461,0.149640,0.001341,0.268042,0.001733,0.067861,0.001642,0.101449,0.001440,0.465918,0.002565,80
conformal_intervention_filter,mobile_base_intervention,contact_precondition_failure,long_horizon_recovery,0.547076,0.003973,0.156681,0.005017,0.165802,0.002173,0.362172,0.002117,0.521490,0.002838,0.374881,0.002585,0.162923,0.001414,0.368456,0.001630,0.064442,0.001449,0.122317,0.001434,0.465974,0.002543,80
conformal_intervention_filter,mobile_base_intervention,contact_precondition_failure,new_operator_interventions,0.567237,0.003748,0.239943,0.004289,0.157431,0.001941,0.318210,0.002410,0.518399,0.002436,0.414528,0.003025,0.161607,0.001296,0.309441,0.001446,0.065012,0.001333,0.113821,0.001224,0.464113,0.002498,80
conformal_intervention_filter,mobile_base_intervention,contact_precondition_failure,sparse_feedback,0.538453,0.004079,0.129128,0.004962,0.199576,0.002037,0.351518,0.002359,0.507887,0.002294,0.406838,0.002404,0.169403,0.001380,0.376616,0.001517,0.063184,0.001698,0.128191,0.001310,0.462134,0.002639,80
conformal_intervention_filter,mobile_base_intervention,environment_change_intervention,combined_stress,0.480582,0.003965,-0.077892,0.004951,0.229509,0.002350,0.454821,0.002475,0.471806,0.002457,0.351476,0.002691,0.190274,0.001328,0.421189,0.001587,0.061981,0.001612,0.153651,0.001578,0.446853,0.002420,80
conformal_intervention_filter,mobile_base_intervention,environment_change_intervention,in_distribution,0.574677,0.003956,0.260346,0.005272,0.169505,0.002140,0.293064,0.002178,0.514217,0.002724,0.404247,0.002946,0.161317,0.001328,0.273930,0.001528,0.066099,0.001596,0.116769,0.001365,0.446871,0.002494,80
conformal_intervention_filter,mobile_base_intervention,environment_change_intervention,long_horizon_recovery,0.521164,0.003752,0.061994,0.004450,0.197245,0.002141,0.396907,0.002168,0.500182,0.002675,0.353688,0.002808,0.173165,0.001330,0.371665,0.001492,0.062407,0.001350,0.136964,0.001419,0.448428,0.002313,80
conformal_intervention_filter,mobile_base_intervention,environment_change_intervention,new_operator_interventions,0.536702,0.003868,0.136623,0.004840,0.190623,0.002309,0.352463,0.002292,0.497137,0.002759,0.395747,0.002084,0.175385,0.001371,0.315962,0.001500,0.064514,0.001305,0.129079,0.001372,0.447317,0.002936,80
conformal_intervention_filter,mobile_base_intervention,environment_change_intervention,sparse_feedback,0.510919,0.003357,0.030641,0.004298,0.229927,0.002226,0.385280,0.002274,0.484619,0.002619,0.383082,0.002527,0.182665,0.001307,0.381139,0.001468,0.062276,0.001482,0.142874,0.001437,0.446814,0.002493,80
conformal_intervention_filter,mobile_base_intervention,false_human_hint,combined_stress,0.514267,0.003824,0.039301,0.004598,0.288186,0.002357,0.329428,0.002372,0.439034,0.002578,0.429975,0.002383,0.146601,0.001178,0.426198,0.001404,0.062515,0.001453,0.163154,0.001456,0.420229,0.002683,80
conformal_intervention_filter,mobile_base_intervention,false_human_hint,in_distribution,0.609028,0.003390,0.375399,0.004357,0.227625,0.002051,0.170129,0.002085,0.478896,0.002707,0.485573,0.002819,0.118291,0.001208,0.278363,0.001350,0.069636,0.001603,0.127649,0.001385,0.420927,0.002681,80
conformal_intervention_filter,mobile_base_intervention,false_human_hint,long_horizon_recovery,0.550616,0.003952,0.173583,0.004161,0.253353,0.002005,0.274126,0.002056,0.461240,0.002534,0.435527,0.002556,0.129404,0.001443,0.376203,0.001542,0.063930,0.001599,0.147982,0.001310,0.423541,0.002565,80
conformal_intervention_filter,mobile_base_intervention,false_human_hint,new_operator_interventions,0.571371,0.003370,0.251724,0.004455,0.248642,0.002236,0.228618,0.002298,0.460310,0.003051,0.471803,0.003098,0.132062,0.001207,0.319078,0.001353,0.067453,0.001489,0.140409,0.001459,0.422070,0.002612,80
conformal_intervention_filter,mobile_base_intervention,false_human_hint,sparse_feedback,0.544353,0.003822,0.147559,0.004603,0.287682,0.002422,0.261077,0.002195,0.451966,0.002778,0.461710,0.002489,0.137874,0.001171,0.386806,0.001577,0.066167,0.001333,0.152256,0.001212,0.421813,0.002694,80
conformal_intervention_filter,mobile_base_intervention,noisy_observation,combined_stress,0.546633,0.004333,0.172093,0.004924,0.215620,0.002240,0.307263,0.001908,0.478942,0.002742,0.443946,0.002396,0.138374,0.001313,0.420056,0.001380,0.064584,0.001445,0.121989,0.001371,0.455433,0.002759,80
conformal_intervention_filter,mobile_base_intervention,noisy_observation,in_distribution,0.639906,0.003984,0.506578,0.005060,0.155697,0.002055,0.145518,0.002337,0.521975,0.002384,0.496957,0.002289,0.110072,0.001268,0.275408,0.001609,0.070437,0.001694,0.087764,0.001421,0.450667,0.002537,80
conformal_intervention_filter,mobile_base_intervention,noisy_observation,long_horizon_recovery,0.585526,0.003816,0.305915,0.004703,0.180618,0.002149,0.252080,0.002076,0.504910,0.002939,0.446537,0.002572,0.122685,0.001381,0.373247,0.001402,0.067215,0.001600,0.107829,0.001363,0.452302,0.002216,80
conformal_intervention_filter,mobile_base_intervention,noisy_observation,new_operator_interventions,0.605631,0.003522,0.387879,0.004005,0.173561,0.001973,0.205793,0.002256,0.501658,0.002502,0.487046,0.002573,0.124123,0.001364,0.314358,0.001575,0.069035,0.001851,0.099519,0.001330,0.451830,0.002456,80
conformal_intervention_filter,mobile_base_intervention,noisy_observation,sparse_feedback,0.577876,0.004051,0.281842,0.004268,0.215708,0.002179,0.239631,0.002278,0.491845,0.002718,0.479419,0.002619,0.128640,0.001266,0.380492,0.001719,0.065733,0.001356,0.112608,0.001526,0.454796,0.002426,80
conformal_intervention_filter,mobile_base_intervention,nominal,combined_stress,0.595323,0.004126,0.350478,0.004658,0.144905,0.002177,0.256979,0.001996,0.535052,0.002675,0.478254,0.002360,0.120200,0.001271,0.403751,0.001511,0.067487,0.001650,0.098435,0.001209,0.495192,0.002485,80
conformal_intervention_filter,mobile_base_intervention,nominal,in_distribution,0.689850,0.004183,0.691021,0.005190,0.079986,0.002261,0.095410,0.002120,0.579876,0.002434,0.529318,0.002905,0.092329,0.001286,0.257345,0.001509,0.073020,0.001485,0.061867,0.001389,0.497014,0.002584,80
conformal_intervention_filter,mobile_base_intervention,nominal,long_horizon_recovery,0.633273,0.003685,0.486111,0.004894,0.108282,0.002007,0.202357,0.002421,0.562635,0.002768,0.479251,0.002689,0.104036,0.001183,0.354518,0.001864,0.069235,0.001407,0.082853,0.001522,0.495469,0.002635,80
conformal_intervention_filter,mobile_base_intervention,nominal,new_operator_interventions,0.655080,0.003538,0.570813,0.003963,0.099429,0.001846,0.153735,0.002247,0.557507,0.002836,0.519786,0.002419,0.106733,0.001240,0.297422,0.001495,0.071603,0.001267,0.073760,0.001479,0.494171,0.002605,80
conformal_intervention_filter,mobile_base_intervention,nominal,sparse_feedback,0.626734,0.004554,0.464033,0.005235,0.140586,0.002235,0.186997,0.002033,0.550012,0.002652,0.510737,0.002818,0.112330,0.001247,0.364567,0.001510,0.070781,0.001497,0.086598,0.001558,0.497224,0.002826,80
conformal_intervention_filter,mobile_base_intervention,physical_rule_violation,combined_stress,0.508209,0.003964,0.028284,0.003899,0.212281,0.002296,0.402416,0.002340,0.485585,0.002382,0.386275,0.002525,0.173880,0.001262,0.417485,0.001624,0.062168,0.001447,0.137409,0.001430,0.459084,0.002404,80
conformal_intervention_filter,mobile_base_intervention,physical_rule_violation,in_distribution,0.606293,0.004085,0.370472,0.005005,0.147798,0.002504,0.242187,0.002292,0.528391,0.002648,0.438002,0.002710,0.144316,0.001361,0.271513,0.001551,0.066842,0.001585,0.103364,0.001524,0.455789,0.002740,80
conformal_intervention_filter,mobile_base_intervention,physical_rule_violation,long_horizon_recovery,0.549454,0.003916,0.167906,0.004883,0.176351,0.002253,0.344806,0.002177,0.512341,0.002699,0.385690,0.002671,0.157105,0.001328,0.369252,0.001596,0.064702,0.001601,0.122515,0.001437,0.458466,0.003100,80
conformal_intervention_filter,mobile_base_intervention,physical_rule_violation,new_operator_interventions,0.570849,0.003691,0.250974,0.004842,0.169299,0.002117,0.300338,0.002015,0.509592,0.002666,0.427492,0.002961,0.156180,0.001549,0.312301,0.001414,0.066809,0.001649,0.114817,0.001296,0.456268,0.002595,80
conformal_intervention_filter,mobile_base_intervention,physical_rule_violation,sparse_feedback,0.540361,0.003621,0.138798,0.004720,0.211952,0.002072,0.333294,0.002386,0.498170,0.002885,0.415526,0.002526,0.164195,0.001430,0.376101,0.001448,0.063852,0.001533,0.129498,0.001544,0.461492,0.002622,80
conformal_intervention_filter,occluded_drawer_recovery,actuator_model_break,combined_stress,0.499361,0.004302,-0.010886,0.004729,0.209742,0.002105,0.437130,0.002257,0.486456,0.002836,0.361848,0.002469,0.174558,0.001272,0.419848,0.001563,0.060406,0.001321,0.141815,0.001434,0.459004,0.002569,80
conformal_intervention_filter,occluded_drawer_recovery,actuator_model_break,in_distribution,0.589330,0.003917,0.321144,0.004835,0.149753,0.002217,0.275974,0.001847,0.527984,0.002286,0.415066,0.002600,0.145884,0.001434,0.271978,0.001322,0.068456,0.001516,0.106262,0.001390,0.456708,0.002749,80
